nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-66.500,0.000,-66.500,OpenSpace,0.000,False,OpenArea,0.400,0.200,0.000,2
1,-66.500,0.000,-59.500,AlleyEntrance,0.000,False,CoverPoint,0.320,0.200,5.458,3
2,-66.500,0.000,-52.500,BuildingCorner,0.000,False,DetourPath,0.240,0.200,3.408,3
3,-66.500,0.000,-45.500,AlleyEntrance,0.000,False,CoverPoint,0.249,0.200,5.458,3
4,-66.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.423,0.200,0.000,3
5,-66.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.437,0.200,0.000,3
6,-66.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.451,0.200,0.000,3
7,-66.500,0.000,-17.500,AlleyEntrance,0.000,False,DetourPath,0.384,0.200,2.852,3
8,-66.500,0.000,-10.500,BuildingCorner,0.000,False,DetourPath,0.396,0.200,0.000,3
9,-66.500,0.000,-3.500,AlleyEntrance,0.000,False,DetourPath,0.407,0.200,2.852,3
10,-66.500,0.000,3.500,Intersection,0.000,False,Intersection,0.498,0.200,0.000,3
11,-66.500,0.000,10.500,Intersection,0.000,False,Intersection,0.507,0.000,0.000,3
12,-66.500,0.000,17.500,Intersection,0.000,False,Intersection,0.516,0.000,0.000,3
13,-66.500,0.000,24.500,Intersection,0.000,False,Intersection,0.524,0.000,0.000,3
14,-66.500,0.000,31.500,Intersection,0.000,False,Intersection,0.531,0.200,0.000,3
15,-66.500,0.000,38.500,Intersection,0.000,False,Intersection,0.537,0.200,0.000,3
16,-66.500,0.000,45.500,Intersection,0.000,False,Intersection,0.541,0.200,0.000,3
17,-66.500,0.000,52.500,Intersection,0.000,False,Intersection,0.545,0.200,0.000,3
18,-66.500,0.000,59.500,Intersection,0.000,False,Intersection,0.547,0.200,0.000,3
19,-66.500,0.000,66.500,OpenSpace,0.000,False,OpenArea,0.548,0.200,0.000,2
20,-59.500,0.000,-66.500,Intersection,0.000,False,Intersection,0.400,0.000,0.000,3
21,-59.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.320,0.200,5.458,4
22,-59.500,0.000,-52.500,BuildingCorner,0.000,False,CoverPoint,0.250,0.200,7.507,4
23,-59.500,0.000,-45.500,Intersection,0.000,False,Intersection,0.346,0.200,5.458,4
24,-59.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.441,0.200,0.000,4
25,-59.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.456,0.200,0.000,4
26,-59.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.470,0.200,0.000,4
27,-59.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.403,0.200,2.852,4
28,-59.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.416,0.000,2.852,4
29,-59.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.507,0.000,2.852,4
