nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-13.606,0.000,-10.386,BuildingCorner,0.000,False,DetourPath,0.019,0.200,0.000,2
1,-13.606,0.000,-8.386,AlleyEntrance,0.000,False,CoverPoint,0.039,0.200,16.730,3
2,-13.606,0.000,-6.386,BuildingCorner,0.000,False,CoverPoint,0.059,0.200,11.392,3
3,-13.606,0.000,-4.386,BuildingCorner,0.000,False,CoverPoint,0.077,0.200,16.590,3
4,-13.606,0.000,-2.386,BuildingCorner,0.000,False,CoverPoint,0.093,0.200,13.175,3
5,-13.606,0.000,-0.386,BuildingCorner,0.000,False,CoverPoint,0.107,0.200,11.469,3
6,-13.606,0.000,1.614,OpenSpace,0.000,False,DetourPath,0.120,0.200,11.358,3
7,-13.606,0.000,3.614,BuildingCorner,0.000,False,CoverPoint,0.130,0.200,11.298,3
8,-13.606,0.000,5.614,BuildingCorner,0.000,False,CoverPoint,0.138,0.200,10.850,3
9,-13.606,0.000,7.614,BuildingCorner,0.000,False,CoverPoint,0.143,0.200,12.882,3
10,-13.606,0.000,9.614,AlleyEntrance,0.000,False,CoverPoint,0.146,0.200,12.251,2
11,-11.606,0.000,-10.386,AlleyEntrance,0.000,False,CoverPoint,0.045,0.200,11.812,3
12,-11.606,0.000,-8.386,Intersection,0.000,False,Intersection,0.067,0.200,12.972,4
13,-11.606,0.000,-6.386,OpenSpace,0.000,False,DetourPath,0.087,0.200,13.242,4
14,-11.606,0.000,-4.386,BuildingCorner,0.000,False,CoverPoint,0.106,0.200,14.355,4
15,-11.606,0.000,-2.386,BuildingCorner,0.000,False,CoverPoint,0.123,0.200,13.767,4
16,-11.606,0.000,-0.386,BuildingCorner,0.000,False,CoverPoint,0.138,0.200,14.799,4
17,-11.606,0.000,1.614,BuildingCorner,0.000,False,CoverPoint,0.152,0.200,13.061,4
18,-11.606,0.000,3.614,BuildingCorner,0.000,False,CoverPoint,0.163,0.200,11.943,4
19,-11.606,0.000,5.614,BuildingCorner,0.000,False,CoverPoint,0.171,0.200,13.337,4
20,-11.606,0.000,7.614,BuildingCorner,0.000,False,CoverPoint,0.177,0.200,13.674,4
21,-11.606,0.000,9.614,BuildingCorner,0.000,False,CoverPoint,0.180,0.200,10.576,3
22,-9.606,0.000,-10.386,BuildingCorner,0.000,False,CoverPoint,0.070,0.200,11.225,3
23,-9.606,0.000,-8.386,BuildingCorner,0.000,False,CoverPoint,0.093,0.200,9.832,4
24,-9.606,0.000,-6.386,BuildingCorner,0.000,False,CoverPoint,0.114,0.200,13.739,4
25,-9.606,0.000,-4.386,BuildingCorner,0.000,False,CoverPoint,0.134,0.200,16.614,4
26,-9.606,0.000,-2.386,BuildingCorner,0.000,False,CoverPoint,0.153,0.200,14.365,4
27,-9.606,0.000,-0.386,BuildingCorner,0.000,False,CoverPoint,0.169,0.200,12.127,4
28,-9.606,0.000,1.614,AlleyEntrance,0.000,False,CoverPoint,0.183,0.200,11.874,4
29,-9.606,0.000,3.614,OpenSpace,0.000,False,DetourPath,0.195,0.200,12.461,4
30,-9.606,0.000,5.614,BuildingCorner,0.000,False,CoverPoint,0.204,0.200,14.035,4
31,-9.606,0.000,7.614,OpenSpace,0.000,False,DetourPath,0.211,0.200,14.107,4
32,-9.606,0.000,9.614,AlleyEntrance,0.000,False,CoverPoint,0.214,0.200,15.477,3
33,-7.606,0.000,-10.386,OpenSpace,0.000,False,DetourPath,0.094,0.200,9.360,3
34,-7.606,0.000,-8.386,BuildingCorner,0.000,False,CoverPoint,0.118,0.200,11.528,4
35,-7.606,0.000,-6.386,OpenSpace,0.000,False,DetourPath,0.141,0.200,13.599,4
36,-7.606,0.000,-4.386,Intersection,0.000,False,Intersection,0.162,0.200,15.822,4
37,-7.606,0.000,-2.386,AlleyEntrance,0.000,False,CoverPoint,0.182,0.200,15.733,4
38,-7.606,0.000,-0.386,Intersection,0.000,False,Intersection,0.199,0.200,14.778,4
39,-7.606,0.000,1.614,AlleyEntrance,0.000,False,CoverPoint,0.214,0.200,15.692,4
40,-7.606,0.000,3.614,BuildingCorner,0.000,False,CoverPoint,0.227,0.200,14.527,4
41,-7.606,0.000,5.614,BuildingCorner,0.000,False,CoverPoint,0.237,0.200,17.534,4
42,-7.606,0.000,7.614,BuildingCorner,0.000,False,CoverPoint,0.244,0.200,13.272,4
43,-7.606,0.000,9.614,BuildingCorner,0.000,False,CoverPoint,0.248,0.200,12.697,3
44,-5.606,0.000,-10.386,BuildingCorner,0.000,False,CoverPoint,0.117,0.200,10.273,3
45,-5.606,0.000,-8.386,OpenSpace,0.000,False,DetourPath,0.142,0.200,12.171,4
46,-5.606,0.000,-6.386,BuildingCorner,0.000,False,CoverPoint,0.166,0.200,10.273,4
47,-5.606,0.000,-4.386,AlleyEntrance,0.000,False,CoverPoint,0.189,0.200,13.116,4
48,-5.606,0.000,-2.386,BuildingCorner,0.000,False,CoverPoint,0.210,0.200,10.153,4
49,-5.606,0.000,-0.386,OpenSpace,0.000,False,DetourPath,0.229,0.200,12.218,4
50,-5.606,0.000,1.614,BuildingCorner,0.000,False,CoverPoint,0.245,0.200,14.084,4
51,-5.606,0.000,3.614,BuildingCorner,0.000,False,CoverPoint,0.259,0.200,14.044,4
52,-5.606,0.000,5.614,OpenSpace,0.000,False,DetourPath,0.270,0.200,16.563,4
53,-5.606,0.000,7.614,OpenSpace,0.000,False,DetourPath,0.278,0.200,14.876,4
54,-5.606,0.000,9.614,BuildingCorner,0.000,False,CoverPoint,0.282,0.200,16.163,3
55,-3.606,0.000,-10.386,AlleyEntrance,0.000,False,CoverPoint,0.139,0.200,9.036,3
56,-3.606,0.000,-8.386,Intersection,0.000,False,Intersection,0.165,0.200,13.412,4
57,-3.606,0.000,-6.386,AlleyEntrance,0.000,False,CoverPoint,0.191,0.200,17.788,4
58,-3.606,0.000,-4.386,Intersection,0.000,False,Intersection,0.215,0.200,14.534,4
59,-3.606,0.000,-2.386,BuildingCorner,0.000,False,CoverPoint,0.237,0.200,14.628,4
60,-3.606,0.000,-0.386,BuildingCorner,0.000,False,CoverPoint,0.257,0.200,12.390,4
61,-3.606,0.000,1.614,BuildingCorner,0.000,False,CoverPoint,0.275,0.200,12.336,4
