nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-66.500,0.000,-66.500,OpenSpace,0.000,False,OpenArea,0.320,0.200,2.055,2
1,-66.500,0.000,-59.500,AlleyEntrance,0.000,False,CoverPoint,0.320,0.200,6.943,3
2,-66.500,0.000,-52.500,AlleyEntrance,0.000,False,CoverPoint,0.405,0.200,8.881,3
3,-66.500,0.000,-45.500,BuildingCorner,0.000,False,CoverPoint,0.420,0.200,11.832,3
4,-66.500,0.000,-38.500,AlleyEntrance,0.000,False,CoverPoint,0.435,0.200,12.755,3
5,-66.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.448,0.200,0.000,3
6,-66.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.462,0.200,0.000,3
7,-66.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.474,0.200,6.902,3
8,-66.500,0.000,-10.500,AlleyEntrance,0.000,False,CoverPoint,0.406,0.200,9.240,3
9,-66.500,0.000,-3.500,BuildingCorner,0.000,False,CoverPoint,0.497,0.200,6.902,3
10,-66.500,0.000,3.500,AlleyEntrance,0.000,False,CoverPoint,0.508,0.000,11.578,3
11,-66.500,0.000,10.500,Intersection,0.000,False,Intersection,0.517,0.000,0.000,3
12,-66.500,0.000,17.500,Intersection,0.000,False,Intersection,0.526,0.000,0.000,3
13,-66.500,0.000,24.500,Intersection,0.000,False,Intersection,0.533,0.000,0.000,3
14,-66.500,0.000,31.500,Intersection,0.000,False,Intersection,0.540,0.000,0.000,3
15,-66.500,0.000,38.500,AlleyEntrance,0.000,False,CoverPoint,0.546,0.200,9.687,3
16,-66.500,0.000,45.500,BuildingCorner,0.000,False,CoverPoint,0.470,0.200,12.305,3
17,-66.500,0.000,52.500,AlleyEntrance,0.000,False,CoverPoint,0.474,0.000,9.687,3
18,-66.500,0.000,59.500,Intersection,0.000,False,Intersection,0.556,0.200,14.206,3
19,-66.500,0.000,66.500,AlleyEntrance,0.000,False,CoverPoint,0.557,0.200,14.206,2
20,-59.500,0.000,-66.500,AlleyEntrance,0.000,False,DetourPath,0.320,0.200,2.055,3
21,-59.500,0.000,-59.500,BuildingCorner,0.000,False,CoverPoint,0.326,0.200,11.832,4
22,-59.500,0.000,-52.500,BuildingCorner,0.000,False,CoverPoint,0.342,0.200,6.295,4
23,-59.500,0.000,-45.500,OpenSpace,0.000,False,DetourPath,0.357,0.200,9.367,4
24,-59.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.452,0.200,8.545,4
25,-59.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.467,0.200,8.807,4
26,-59.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.480,0.200,0.000,4
27,-59.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.413,0.200,6.902,4
28,-59.500,0.000,-10.500,BuildingCorner,0.000,False,CoverPoint,0.426,0.200,11.944,4
29,-59.500,0.000,-3.500,OpenSpace,0.000,False,DetourPath,0.517,0.200,10.263,4
30,-59.500,0.000,3.500,Intersection,0.000,False,Intersection,0.528,0.000,11.944,4
31,-59.500,0.000,10.500,Intersection,0.000,False,Intersection,0.538,0.000,0.000,4
32,-59.500,0.000,17.500,Intersection,0.000,False,Intersection,0.547,0.000,0.000,4
33,-59.500,0.000,24.500,Intersection,0.000,False,Intersection,0.555,0.000,0.000,4
34,-59.500,0.000,31.500,Intersection,0.000,False,Intersection,0.562,0.000,0.000,4
35,-59.500,0.000,38.500,Intersection,0.000,False,Intersection,0.568,0.200,9.687,4
36,-59.500,0.000,45.500,BuildingCorner,0.000,False,CoverPoint,0.493,0.200,7.069,4
37,-59.500,0.000,52.500,Intersection,0.000,False,Intersection,0.576,0.000,9.687,4
38,-59.500,0.000,59.500,Intersection,0.000,False,Intersection,0.579,0.200,14.206,4
39,-59.500,0.000,66.500,BuildingCorner,0.000,False,DetourPath,0.580,0.200,0.000,3
40,-52.500,0.000,-66.500,Intersection,0.000,False,Intersection,0.325,0.200,5.686,3
41,-52.500,0.000,-59.500,AlleyEntrance,0.000,False,CoverPoint,0.262,0.200,7.066,4
42,-52.500,0.000,-52.500,OpenSpace,0.000,False,DetourPath,0.278,0.200,6.468,4
43,-52.500,0.000,-45.500,BuildingCorner,0.000,False,CoverPoint,0.374,0.200,8.566,4
44,-52.500,0.000,-38.500,BuildingCorner,0.000,False,DetourPath,0.309,0.200,4.074,4
45,-52.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.484,0.200,8.807,4
46,-52.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.498,0.200,0.000,4
47,-52.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.512,0.200,6.902,4
48,-52.500,0.000,-10.500,AlleyEntrance,0.000,False,CoverPoint,0.525,0.200,9.606,4
49,-52.500,0.000,-3.500,BuildingCorner,0.000,False,CoverPoint,0.537,0.200,6.902,4
50,-52.500,0.000,3.500,Intersection,0.000,False,Intersection,0.548,0.200,12.309,4
51,-52.500,0.000,10.500,Intersection,0.000,False,Intersection,0.558,0.000,0.000,4
52,-52.500,0.000,17.500,Intersection,0.000,False,Intersection,0.568,0.000,0.000,4
53,-52.500,0.000,24.500,Intersection,0.000,False,Intersection,0.576,0.000,0.000,4
54,-52.500,0.000,31.500,Intersection,0.000,False,Intersection,0.584,0.000,0.000,4
55,-52.500,0.000,38.500,Intersection,0.000,False,Intersection,0.590,0.200,12.305,4
56,-52.500,0.000,45.500,Intersection,0.000,False,Intersection,0.595,0.200,12.305,4
57,-52.500,0.000,52.500,Intersection,0.000,False,Intersection,0.599,0.000,12.305,4
58,-52.500,0.000,59.500,Intersection,0.000,False,Intersection,0.601,0.200,14.206,4
59,-52.500,0.000,66.500,AlleyEntrance,0.000,False,CoverPoint,0.603,0.200,14.206,3
60,-45.500,0.000,-66.500,AlleyEntrance,0.000,False,CoverPoint,0.420,0.200,9.318,3
61,-45.500,0.000,-59.500,BuildingCorner,0.000,False,CoverPoint,0.277,0.200,5.060,4
62,-45.500,0.000,-52.500,BuildingCorner,0.000,False,CoverPoint,0.374,0.200,9.301,4
63,-45.500,0.000,-45.500,OpenSpace,0.000,False,DetourPath,0.390,0.200,8.691,4
64,-45.500,0.000,-38.500,AlleyEntrance,0.000,False,CoverPoint,0.406,0.200,9.599,4
65,-45.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.501,0.200,8.536,4
66,-45.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.436,0.200,5.798,4
67,-45.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.530,0.200,5.798,4
68,-45.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.544,0.200,12.309,4
69,-45.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.556,0.200,12.309,4
70,-45.500,0.000,3.500,Intersection,0.000,False,Intersection,0.568,0.200,12.309,4
71,-45.500,0.000,10.500,Intersection,0.000,False,Intersection,0.579,0.000,0.000,4
72,-45.500,0.000,17.500,Intersection,0.000,False,Intersection,0.589,0.000,0.000,4
73,-45.500,0.000,24.500,Intersection,0.000,False,Intersection,0.598,0.000,0.000,4
74,-45.500,0.000,31.500,Intersection,0.000,False,Intersection,0.605,0.000,0.000,4
75,-45.500,0.000,38.500,Intersection,0.000,False,Intersection,0.612,0.000,0.000,4
76,-45.500,0.000,45.500,Intersection,0.000,False,Intersection,0.617,0.200,0.000,4
77,-45.500,0.000,52.500,Intersection,0.000,False,Intersection,0.621,0.000,0.000,4
78,-45.500,0.000,59.500,Intersection,0.000,False,Intersection,0.624,0.000,0.000,4
79,-45.500,0.000,66.500,Intersection,0.000,False,Intersection,0.625,0.200,0.000,3
80,-38.500,0.000,-66.500,Intersection,0.000,False,Intersection,0.435,0.200,9.318,3
81,-38.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.452,0.200,9.681,4
82,-38.500,0.000,-52.500,OpenSpace,0.000,False,DetourPath,0.469,0.200,10.888,4
83,-38.500,0.000,-45.500,BuildingCorner,0.000,False,CoverPoint,0.486,0.200,10.751,4
84,-38.500,0.000,-38.500,BuildingCorner,0.000,False,CoverPoint,0.502,0.200,13.392,4
85,-38.500,0.000,-31.500,AlleyEntrance,0.000,False,CoverPoint,0.438,0.200,9.692,4
86,-38.500,0.000,-24.500,BuildingCorner,0.000,False,CoverPoint,0.453,0.200,6.602,4
87,-38.500,0.000,-17.500,AlleyEntrance,0.000,False,DetourPath,0.308,0.200,4.605,4
88,-38.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.482,0.200,4.009,4
89,-38.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.575,0.200,1.417,4
90,-38.500,0.000,3.500,Intersection,0.000,False,Intersection,0.587,0.200,0.000,4
91,-38.500,0.000,10.500,Intersection,0.000,False,Intersection,0.599,0.200,0.000,4
92,-38.500,0.000,17.500,Intersection,0.000,False,Intersection,0.609,0.000,0.000,4
93,-38.500,0.000,24.500,Intersection,0.000,False,Intersection,0.619,0.000,0.000,4
94,-38.500,0.000,31.500,Intersection,0.000,False,Intersection,0.627,0.000,0.000,4
95,-38.500,0.000,38.500,Intersection,0.000,False,Intersection,0.634,0.000,0.000,4
96,-38.500,0.000,45.500,Intersection,0.000,False,Intersection,0.639,0.200,0.000,4
97,-38.500,0.000,52.500,Intersection,0.000,False,Intersection,0.644,0.000,0.000,4
98,-38.500,0.000,59.500,Intersection,0.000,False,Intersection,0.647,0.000,4.465,4
99,-38.500,0.000,66.500,AlleyEntrance,0.000,False,DetourPath,0.568,0.200,4.465,3
100,-31.500,0.000,-66.500,Intersection,0.000,False,Intersection,0.448,0.200,0.000,3
101,-31.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.467,0.200,14.665,4
102,-31.500,0.000,-52.500,BuildingCorner,0.000,False,CoverPoint,0.484,0.200,14.510,4
103,-31.500,0.000,-45.500,OpenSpace,0.000,False,DetourPath,0.501,0.200,13.113,4
104,-31.500,0.000,-38.500,BuildingCorner,0.000,False,CoverPoint,0.518,0.200,12.757,4
105,-31.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.535,0.200,9.692,4
106,-31.500,0.000,-24.500,AlleyEntrance,0.000,False,CoverPoint,0.470,0.200,6.200,4
107,-31.500,0.000,-17.500,BuildingCorner,0.000,False,DetourPath,0.406,0.200,3.607,4
108,-31.500,0.000,-10.500,BuildingCorner,0.000,False,CoverPoint,0.420,0.200,6.602,4
109,-31.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.514,0.200,1.417,4
110,-31.500,0.000,3.500,Intersection,0.000,False,Intersection,0.607,0.200,0.000,4
111,-31.500,0.000,10.500,Intersection,0.000,False,Intersection,0.619,0.200,9.464,4
112,-31.500,0.000,17.500,Intersection,0.000,False,Intersection,0.629,0.000,9.464,4
113,-31.500,0.000,24.500,Intersection,0.000,False,Intersection,0.639,0.000,9.464,4
114,-31.500,0.000,31.500,Intersection,0.000,False,Intersection,0.648,0.000,0.000,4
115,-31.500,0.000,38.500,Intersection,0.000,False,Intersection,0.655,0.000,0.000,4
116,-31.500,0.000,45.500,Intersection,0.000,False,Intersection,0.661,0.200,0.000,4
117,-31.500,0.000,52.500,Intersection,0.000,False,Intersection,0.666,0.000,0.000,4
118,-31.500,0.000,59.500,Intersection,0.000,False,Intersection,0.589,0.000,4.465,4
119,-31.500,0.000,66.500,BuildingCorner,0.000,False,DetourPath,0.591,0.200,0.000,3
120,-24.500,0.000,-66.500,Intersection,0.000,False,Intersection,0.462,0.200,0.000,3
121,-24.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.480,0.200,14.665,4
122,-24.500,0.000,-52.500,Intersection,0.000,False,Intersection,0.498,0.200,14.665,4
123,-24.500,0.000,-45.500,Intersection,0.000,False,Intersection,0.516,0.200,13.469,4
124,-24.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.533,0.200,12.274,4
125,-24.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.550,0.200,12.274,4
126,-24.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.567,0.200,6.602,4
127,-24.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.422,0.200,4.009,4
128,-24.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.518,0.200,4.009,4
129,-24.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.612,0.200,1.417,4
130,-24.500,0.000,3.500,Intersection,0.000,False,Intersection,0.625,0.200,0.000,4
131,-24.500,0.000,10.500,Intersection,0.000,False,Intersection,0.638,0.200,9.464,4
132,-24.500,0.000,17.500,BuildingCorner,0.000,False,DetourPath,0.569,0.200,0.000,4
133,-24.500,0.000,24.500,Intersection,0.000,False,Intersection,0.660,0.000,9.464,4
134,-24.500,0.000,31.500,Intersection,0.000,False,Intersection,0.669,0.000,0.000,4
135,-24.500,0.000,38.500,Intersection,0.000,False,Intersection,0.677,0.004,0.000,4
136,-24.500,0.000,45.500,Intersection,0.000,False,Intersection,0.683,0.200,0.000,4
137,-24.500,0.000,52.500,Intersection,0.000,False,Intersection,0.688,0.039,0.000,4
138,-24.500,0.000,59.500,Intersection,0.000,False,Intersection,0.612,0.049,4.465,4
139,-24.500,0.000,66.500,AlleyEntrance,0.000,False,DetourPath,0.613,0.054,4.465,3
140,-17.500,0.000,-66.500,AlleyEntrance,0.000,False,CoverPoint,0.474,0.200,14.558,3
141,-17.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.493,0.200,14.558,4
142,-17.500,0.000,-52.500,Intersection,0.000,False,Intersection,0.512,0.200,7.606,4
143,-17.500,0.000,-45.500,Intersection,0.000,False,Intersection,0.530,0.200,7.606,4
144,-17.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.548,0.200,7.606,4
145,-17.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.566,0.200,0.000,4
146,-17.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.582,0.200,8.430,4
147,-17.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.599,0.200,8.430,4
148,-17.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.614,0.200,8.430,4
149,-17.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.629,0.200,0.000,4
150,-17.500,0.000,3.500,Intersection,0.000,False,Intersection,0.644,0.200,0.000,4
151,-17.500,0.000,10.500,Intersection,0.000,False,Intersection,0.657,0.200,9.464,4
152,-17.500,0.000,17.500,Intersection,0.000,False,Intersection,0.669,0.000,9.464,4
153,-17.500,0.000,24.500,Intersection,0.000,False,Intersection,0.680,0.014,9.464,4
154,-17.500,0.000,31.500,Intersection,0.000,False,Intersection,0.690,0.044,0.000,4
155,-17.500,0.000,38.500,Intersection,0.000,False,Intersection,0.698,0.070,0.000,4
156,-17.500,0.000,45.500,Intersection,0.000,False,Intersection,0.705,0.091,13.343,4
157,-17.500,0.000,52.500,Intersection,0.000,False,Intersection,0.711,0.200,13.343,4
158,-17.500,0.000,59.500,Intersection,0.000,False,Intersection,0.714,0.119,13.343,4
159,-17.500,0.000,66.500,Intersection,0.000,False,Intersection,0.716,0.124,0.000,3
160,-10.500,0.000,-66.500,BuildingCorner,0.000,False,DetourPath,0.486,0.200,0.000,3
161,-10.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.506,0.200,10.439,4
162,-10.500,0.000,-52.500,AlleyEntrance,0.000,False,CoverPoint,0.445,0.200,7.470,4
163,-10.500,0.000,-45.500,BuildingCorner,0.000,False,CoverPoint,0.464,0.200,7.402,4
164,-10.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.562,0.200,8.045,4
165,-10.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.580,0.200,0.000,4
166,-10.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.598,0.200,8.430,4
167,-10.500,0.000,-17.500,BuildingCorner,0.000,False,DetourPath,0.534,0.200,0.000,4
168,-10.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.631,0.200,8.430,4
169,-10.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.647,0.200,0.000,4
170,-10.500,0.000,3.500,Intersection,0.000,False,Intersection,0.661,0.200,0.000,4
171,-10.500,0.000,10.500,Intersection,0.000,False,Intersection,0.675,0.200,0.000,4
172,-10.500,0.000,17.500,Intersection,0.000,False,Intersection,0.688,0.200,0.000,4
173,-10.500,0.000,24.500,Intersection,0.000,False,Intersection,0.700,0.075,0.000,4
174,-10.500,0.000,31.500,Intersection,0.000,False,Intersection,0.711,0.108,0.000,4
175,-10.500,0.000,38.500,Intersection,0.000,False,Intersection,0.720,0.136,0.000,4
176,-10.500,0.000,45.500,Intersection,0.000,False,Intersection,0.727,0.159,13.343,4
177,-10.500,0.000,52.500,BuildingCorner,0.000,False,DetourPath,0.733,0.200,0.000,4
178,-10.500,0.000,59.500,Intersection,0.000,False,Intersection,0.737,0.188,13.343,4
179,-10.500,0.000,66.500,Intersection,0.000,False,Intersection,0.739,0.194,0.000,3
180,-3.500,0.000,-66.500,AlleyEntrance,0.000,False,CoverPoint,0.417,0.200,9.239,3
181,-3.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.517,0.200,8.266,4
182,-3.500,0.000,-52.500,BuildingCorner,0.000,False,CoverPoint,0.457,0.200,8.045,4
183,-3.500,0.000,-45.500,BuildingCorner,0.000,False,CoverPoint,0.316,0.200,6.963,4
184,-3.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.575,0.200,8.045,4
185,-3.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.594,0.200,14.574,4
186,-3.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.612,0.200,11.502,4
187,-3.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.629,0.200,11.502,4
188,-3.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.647,0.200,10.762,4
189,-3.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.663,0.200,13.094,4
190,-3.500,0.000,3.500,Intersection,0.000,False,Intersection,0.679,0.200,13.094,4
191,-3.500,0.000,10.500,Intersection,0.000,False,Intersection,0.693,0.200,0.000,4
192,-3.500,0.000,17.500,Intersection,0.000,False,Intersection,0.707,0.200,0.000,4
193,-3.500,0.000,24.500,Intersection,0.000,False,Intersection,0.720,0.200,0.000,4
194,-3.500,0.000,31.500,Intersection,0.000,False,Intersection,0.731,0.170,0.000,4
195,-3.500,0.000,38.500,Intersection,0.000,False,Intersection,0.741,0.200,0.000,4
196,-3.500,0.000,45.500,Intersection,0.000,False,Intersection,0.749,0.225,13.343,4
197,-3.500,0.000,52.500,Intersection,0.000,False,Intersection,0.755,0.244,13.343,4
198,-3.500,0.000,59.500,Intersection,0.000,False,Intersection,0.759,0.258,13.343,4
199,-3.500,0.000,66.500,Intersection,0.000,False,Intersection,0.761,0.264,0.000,3
200,3.500,0.000,-66.500,BuildingCorner,0.000,False,DetourPath,0.428,0.200,0.000,3
201,3.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.448,0.200,5.120,4
202,3.500,0.000,-52.500,Intersection,0.000,False,Intersection,0.468,0.200,7.402,4
203,3.500,0.000,-45.500,Intersection,0.000,False,Intersection,0.568,0.200,7.402,4
204,3.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.587,0.200,8.483,4
205,3.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.607,0.200,14.574,4
206,3.500,0.000,-24.500,BuildingCorner,0.000,False,DetourPath,0.625,0.200,0.000,4
207,3.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.644,0.200,14.574,4
208,3.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.661,0.200,11.310,4
209,3.500,0.000,-3.500,BuildingCorner,0.000,False,CoverPoint,0.679,0.200,9.526,4
210,3.500,0.000,3.500,Intersection,0.000,False,Intersection,0.695,0.200,11.310,4
211,3.500,0.000,10.500,Intersection,0.000,False,Intersection,0.711,0.200,0.000,4
212,3.500,0.000,17.500,Intersection,0.000,False,Intersection,0.725,0.200,0.000,4
213,3.500,0.000,24.500,Intersection,0.000,False,Intersection,0.739,0.200,0.000,4
214,3.500,0.000,31.500,Intersection,0.000,False,Intersection,0.751,0.232,0.000,4
215,3.500,0.000,38.500,Intersection,0.000,False,Intersection,0.761,0.264,0.000,4
216,3.500,0.000,45.500,Intersection,0.000,False,Intersection,0.770,0.291,0.000,4
217,3.500,0.000,52.500,Intersection,0.000,False,Intersection,0.777,0.312,0.000,4
218,3.500,0.000,59.500,Intersection,0.000,False,Intersection,0.782,0.327,0.000,4
219,3.500,0.000,66.500,Intersection,0.000,False,Intersection,0.784,0.334,0.000,3
220,10.500,0.000,-66.500,AlleyEntrance,0.000,False,CoverPoint,0.357,0.200,5.621,3
221,10.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.538,0.200,5.621,4
222,10.500,0.000,-52.500,Intersection,0.000,False,Intersection,0.558,0.200,0.000,4
223,10.500,0.000,-45.500,Intersection,0.000,False,Intersection,0.579,0.200,0.000,4
224,10.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.599,0.200,0.000,4
225,10.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.619,0.200,14.574,4
226,10.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.638,0.200,14.574,4
227,10.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.657,0.200,14.574,4
228,10.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.675,0.200,11.310,4
229,10.500,0.000,-3.500,BuildingCorner,0.000,False,CoverPoint,0.613,0.200,13.094,4
230,10.500,0.000,3.500,Intersection,0.000,False,Intersection,0.711,0.200,11.310,4
231,10.500,0.000,10.500,Intersection,0.000,False,Intersection,0.727,0.200,0.000,4
232,10.500,0.000,17.500,Intersection,0.000,False,Intersection,0.743,0.200,0.000,4
233,10.500,0.000,24.500,Intersection,0.000,False,Intersection,0.757,0.200,0.000,4
234,10.500,0.000,31.500,Intersection,0.000,False,Intersection,0.770,0.200,0.000,4
235,10.500,0.000,38.500,Intersection,0.000,False,Intersection,0.782,0.327,0.000,4
236,10.500,0.000,45.500,Intersection,0.000,False,Intersection,0.791,0.357,0.000,4
237,10.500,0.000,52.500,Intersection,0.000,False,Intersection,0.799,0.380,0.000,4
238,10.500,0.000,59.500,Intersection,0.000,False,Intersection,0.804,0.396,0.000,4
239,10.500,0.000,66.500,Intersection,0.000,False,Intersection,0.807,0.404,0.000,3
240,17.500,0.000,-66.500,BuildingCorner,0.000,False,DetourPath,0.446,0.200,0.000,3
241,17.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.467,0.200,7.323,4
242,17.500,0.000,-52.500,Intersection,0.000,False,Intersection,0.568,0.200,0.000,4
243,17.500,0.000,-45.500,Intersection,0.000,False,Intersection,0.589,0.200,0.000,4
244,17.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.609,0.200,0.000,4
245,17.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.629,0.200,0.000,4
246,17.500,0.000,-24.500,Intersection,0.000,False,Intersection,0.649,0.200,5.663,4
247,17.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.669,0.200,5.663,4
248,17.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.688,0.200,7.595,4
249,17.500,0.000,-3.500,Intersection,0.000,False,Intersection,0.707,0.200,9.526,4
250,17.500,0.000,3.500,Intersection,0.000,False,Intersection,0.725,0.200,9.526,4
251,17.500,0.000,10.500,Intersection,0.000,False,Intersection,0.743,0.200,0.000,4
252,17.500,0.000,17.500,Intersection,0.000,False,Intersection,0.759,0.200,0.000,4
253,17.500,0.000,24.500,Intersection,0.000,False,Intersection,0.775,0.200,0.000,4
254,17.500,0.000,31.500,Intersection,0.000,False,Intersection,0.789,0.200,0.000,4
