nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-66.500,0.000,-66.500,AlleyEntrance,0.000,False,DetourPath,0.320,0.200,4.080,2
1,-66.500,0.000,-59.500,BuildingCorner,0.000,False,CoverPoint,0.320,0.200,9.839,3
2,-66.500,0.000,-52.500,BuildingCorner,0.000,False,DetourPath,0.250,0.200,4.080,3
3,-66.500,0.000,-45.500,AlleyEntrance,0.000,False,CoverPoint,0.425,0.200,9.839,3
4,-66.500,0.000,-38.500,Intersection,0.000,False,Intersection,0.439,0.200,0.000,3
5,-66.500,0.000,-31.500,Intersection,0.000,False,Intersection,0.453,0.200,7.141,3
6,-66.500,0.000,-24.500,AlleyEntrance,0.000,False,CoverPoint,0.386,0.200,7.141,3
7,-66.500,0.000,-17.500,Intersection,0.000,False,Intersection,0.479,0.200,7.141,3
8,-66.500,0.000,-10.500,Intersection,0.000,False,Intersection,0.491,0.200,6.653,3
9,-66.500,0.000,-3.500,AlleyEntrance,0.000,False,CoverPoint,0.502,0.200,6.653,3
10,-66.500,0.000,3.500,Intersection,0.000,False,Intersection,0.512,0.200,6.653,3
11,-66.500,0.000,10.500,Intersection,0.000,False,Intersection,0.521,0.200,0.000,3
12,-66.500,0.000,17.500,Intersection,0.000,False,Intersection,0.530,0.200,0.000,3
13,-66.500,0.000,24.500,AlleyEntrance,0.000,False,CoverPoint,0.537,0.200,6.737,3
14,-66.500,0.000,31.500,BuildingCorner,0.000,False,CoverPoint,0.464,0.200,8.785,3
15,-66.500,0.000,38.500,BuildingCorner,0.000,False,CoverPoint,0.310,0.200,7.375,3
16,-66.500,0.000,45.500,BuildingCorner,0.000,False,CoverPoint,0.474,0.200,8.785,3
17,-66.500,0.000,52.500,AlleyEntrance,0.000,False,CoverPoint,0.558,0.200,8.012,3
18,-66.500,0.000,59.500,Intersection,0.000,False,Intersection,0.560,0.200,0.000,3
19,-66.500,0.000,66.500,OpenSpace,0.000,False,OpenArea,0.561,0.000,0.000,2
20,-59.500,0.000,-66.500,Intersection,0.000,False,Intersection,0.400,0.200,4.080,3
21,-59.500,0.000,-59.500,Intersection,0.000,False,Intersection,0.331,0.200,6.960,4
22,-59.500,0.000,-52.500,Intersection,0.000,False,Intersection,0.347,0.200,6.960,4
