startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,20,7.000,0.500,Direct
0,1,7.000,0.500,Detour
1,0,7.000,0.500,Detour
1,21,7.000,0.500,Detour
1,2,7.000,0.500,Concealed
2,1,7.000,0.500,Concealed
2,22,7.000,0.500,Detour
2,3,7.000,0.500,Detour
3,2,7.000,0.500,Detour
3,23,7.000,0.500,Direct
3,4,7.000,0.500,Direct
4,3,7.000,0.500,Direct
4,24,7.000,0.500,Direct
4,5,7.000,0.500,Direct
5,4,7.000,0.500,Direct
5,25,7.000,0.500,Direct
5,6,7.000,0.500,Direct
6,5,7.000,0.500,Direct
6,26,7.000,0.500,Detour
6,7,7.000,0.500,Direct
7,6,7.000,0.500,Direct
7,27,7.000,0.500,Direct
7,8,7.000,0.500,Direct
8,7,7.000,0.500,Direct
8,28,7.000,0.500,Direct
8,9,7.000,0.500,Direct
9,8,7.000,0.500,Direct
9,29,7.000,0.500,Detour
9,10,7.000,0.500,Direct
10,9,7.000,0.500,Direct
10,30,7.000,0.500,Direct
10,11,7.000,0.500,Direct
11,10,7.000,0.500,Direct
11,31,7.000,0.500,Direct
11,12,7.000,0.500,Direct
12,11,7.000,0.500,Direct
12,32,7.000,0.500,Direct
12,13,7.000,0.500,Direct
13,12,7.000,0.500,Direct
13,33,7.000,0.500,Direct
13,14,7.000,0.500,Detour
14,13,7.000,0.500,Detour
14,34,7.000,0.500,Detour
14,15,7.000,0.500,Concealed
15,14,7.000,0.500,Concealed
15,35,7.000,0.500,Detour
15,16,7.000,0.500,Concealed
16,15,7.000,0.500,Concealed
16,36,7.000,0.500,Detour
16,17,7.000,0.500,Detour
17,16,7.000,0.500,Detour
17,37,7.000,0.500,Direct
17,18,7.000,0.500,Direct
18,17,7.000,0.500,Direct
18,38,7.000,0.500,Direct
18,19,7.000,0.500,Direct
19,18,7.000,0.500,Direct
19,39,7.000,0.500,Direct
20,0,7.000,0.500,Direct
20,40,7.000,0.500,Direct
20,21,7.000,0.500,Direct
21,1,7.000,0.500,Detour
21,20,7.000,0.500,Direct
21,41,7.000,0.500,Direct
21,22,7.000,0.500,Direct
22,2,7.000,0.500,Detour
22,21,7.000,0.500,Direct
22,42,7.000,0.500,Direct
22,23,7.000,0.500,Direct
23,3,7.000,0.500,Direct
23,22,7.000,0.500,Direct
23,43,7.000,0.500,Direct
23,24,7.000,0.500,Direct
24,4,7.000,0.500,Direct
24,23,7.000,0.500,Direct
24,44,7.000,0.500,Direct
24,25,7.000,0.500,Direct
25,5,7.000,0.500,Direct
25,24,7.000,0.500,Direct
25,45,7.000,0.500,Direct
25,26,7.000,0.500,Detour
26,6,7.000,0.500,Detour
26,25,7.000,0.500,Detour
26,46,7.000,0.500,Detour
26,27,7.000,0.500,Detour
27,7,7.000,0.500,Direct
27,26,7.000,0.500,Detour
27,47,7.000,0.500,Direct
27,28,7.000,0.500,Direct
28,8,7.000,0.500,Direct
28,27,7.000,0.500,Direct
28,48,7.000,0.500,Direct
28,29,7.000,0.500,Detour
29,9,7.000,0.500,Detour
29,28,7.000,0.500,Detour
29,49,7.000,0.500,Detour
29,30,7.000,0.500,Detour
30,10,7.000,0.500,Direct
30,29,7.000,0.500,Detour
30,50,7.000,0.500,Direct
30,31,7.000,0.500,Direct
31,11,7.000,0.500,Direct
31,30,7.000,0.500,Direct
31,51,7.000,0.500,Direct
31,32,7.000,0.500,Direct
32,12,7.000,0.500,Direct
32,31,7.000,0.500,Direct
32,52,7.000,0.500,Direct
32,33,7.000,0.500,Direct
33,13,7.000,0.500,Direct
33,32,7.000,0.500,Direct
