nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-28.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.240,0.200,6.022,2
1,-28.000,0.000,-18.000,AlleyEntrance,0.000,False,CoverPoint,0.178,0.312,6.408,3
2,-28.000,0.000,-14.000,BuildingCorner,0.000,False,DetourPath,0.277,0.200,0.000,3
3,-28.000,0.000,-10.000,AlleyEntrance,0.000,False,CoverPoint,0.294,0.355,6.410,3
4,-28.000,0.000,-6.000,BuildingCorner,0.000,False,DetourPath,0.310,0.200,0.000,3
5,-28.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.325,0.200,6.411,3
6,-28.000,0.000,2.000,AlleyEntrance,0.000,False,CoverPoint,0.337,0.200,6.639,3
7,-28.000,0.000,6.000,Intersection,0.000,False,Intersection,0.427,0.200,6.639,3
8,-28.000,0.000,10.000,Intersection,0.000,False,Intersection,0.436,0.427,5.038,3
9,-28.000,0.000,14.000,AlleyEntrance,0.000,False,CoverPoint,0.442,0.200,7.519,3
10,-28.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.445,0.200,7.519,2
11,-24.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.264,0.200,6.564,3
12,-24.000,0.000,-18.000,Intersection,0.000,False,Intersection,0.205,0.200,6.408,4
13,-24.000,0.000,-14.000,Intersection,0.000,False,Intersection,0.385,0.368,6.637,4
14,-24.000,0.000,-10.000,Intersection,0.000,False,Intersection,0.324,0.389,6.410,4
15,-24.000,0.000,-6.000,Intersection,0.000,False,Intersection,0.420,0.409,6.182,4
16,-24.000,0.000,-2.000,Intersection,0.000,False,Intersection,0.356,0.200,6.411,4
17,-24.000,0.000,2.000,BuildingCorner,0.000,False,DetourPath,0.369,0.200,0.000,4
18,-24.000,0.000,6.000,Intersection,0.000,False,Intersection,0.460,0.200,6.639,4
19,-24.000,0.000,10.000,Intersection,0.000,False,Intersection,0.469,0.200,7.489,4
20,-24.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.475,0.200,9.970,4
21,-24.000,0.000,18.000,BuildingCorner,0.000,False,CoverPoint,0.479,0.200,7.489,3
22,-20.000,0.000,-22.000,AlleyEntrance,0.000,False,CoverPoint,0.369,0.200,6.022,3
23,-20.000,0.000,-18.000,Intersection,0.000,False,Intersection,0.392,0.200,6.022,4
24,-20.000,0.000,-14.000,Intersection,0.000,False,Intersection,0.493,0.200,0.000,4
25,-20.000,0.000,-10.000,Intersection,0.000,False,Intersection,0.432,0.200,5.570,4
26,-20.000,0.000,-6.000,Intersection,0.000,False,Intersection,0.370,0.444,5.570,4
27,-20.000,0.000,-2.000,Intersection,0.000,False,Intersection,0.306,0.200,6.105,4
28,-20.000,0.000,2.000,Intersection,0.000,False,Intersection,0.480,0.200,6.639,4
29,-20.000,0.000,6.000,Intersection,0.000,False,Intersection,0.492,0.200,6.639,4
30,-20.000,0.000,10.000,Intersection,0.000,False,Intersection,0.502,0.200,7.489,4
31,-20.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.508,0.200,7.519,4
32,-20.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.513,0.200,8.326,3
33,-16.000,0.000,-22.000,AlleyEntrance,0.000,False,CoverPoint,0.394,0.200,6.190,3
34,-16.000,0.000,-18.000,Intersection,0.000,False,Intersection,0.417,0.200,7.399,4
35,-16.000,0.000,-14.000,Intersection,0.000,False,Intersection,0.359,0.200,8.609,4
