startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,20,4.000,0.500,Direct
0,1,4.000,0.500,Direct
1,0,4.000,0.500,Direct
1,21,4.000,0.500,Direct
1,2,4.000,0.500,Direct
2,1,4.000,0.500,Direct
2,22,4.000,0.500,Direct
2,3,4.000,0.500,Direct
3,2,4.000,0.500,Direct
3,23,4.000,0.500,Direct
3,4,4.000,0.500,Direct
4,3,4.000,0.500,Direct
4,24,4.000,0.500,Detour
4,5,4.000,0.500,Direct
5,4,4.000,0.500,Direct
5,25,4.000,0.500,Direct
5,6,4.000,0.500,Direct
6,5,4.000,0.500,Direct
6,26,4.000,0.500,Direct
6,7,4.000,0.500,Detour
7,6,4.000,0.500,Detour
7,27,4.000,0.500,Detour
7,8,4.000,0.500,Detour
8,7,4.000,0.500,Detour
8,28,4.000,0.500,Direct
8,9,4.000,0.500,Direct
9,8,4.000,0.500,Direct
9,29,4.000,0.500,Detour
9,10,4.000,0.500,Detour
10,9,4.000,0.500,Detour
10,30,4.000,0.500,Detour
10,11,4.000,0.500,Detour
11,10,4.000,0.500,Detour
11,31,4.000,0.500,Detour
11,12,4.000,0.500,Direct
12,11,4.000,0.500,Direct
12,32,4.000,0.500,Direct
12,13,4.000,0.500,Detour
13,12,4.000,0.500,Detour
13,33,4.000,0.500,Detour
13,14,4.000,0.500,Detour
14,13,4.000,0.500,Detour
14,34,4.000,0.500,Direct
14,15,4.000,0.500,Direct
15,14,4.000,0.500,Direct
15,35,4.000,0.500,Direct
15,16,4.000,0.500,Detour
16,15,4.000,0.500,Detour
16,36,4.000,0.500,Concealed
16,17,4.000,0.500,Detour
17,16,4.000,0.500,Detour
17,37,4.000,0.500,Direct
17,18,4.000,0.500,Direct
18,17,4.000,0.500,Direct
18,38,4.000,0.500,Detour
18,19,4.000,0.500,Detour
19,18,4.000,0.500,Detour
19,39,4.000,0.500,Concealed
20,0,4.000,0.500,Direct
20,40,4.000,0.500,Direct
20,21,4.000,0.500,Direct
21,1,4.000,0.500,Direct
21,20,4.000,0.500,Direct
21,41,4.000,0.500,Detour
21,22,4.000,0.500,Direct
22,2,4.000,0.500,Direct
22,21,4.000,0.500,Direct
22,42,4.000,0.500,Direct
22,23,4.000,0.500,Direct
23,3,4.000,0.500,Direct
23,22,4.000,0.500,Direct
23,43,4.000,0.500,Direct
23,24,4.000,0.500,Detour
24,4,4.000,0.500,Detour
24,23,4.000,0.500,Detour
24,44,4.000,0.500,Concealed
24,25,4.000,0.500,Detour
25,5,4.000,0.500,Direct
25,24,4.000,0.500,Detour
25,45,4.000,0.500,Direct
25,26,4.000,0.500,Direct
26,6,4.000,0.500,Direct
26,25,4.000,0.500,Direct
26,46,4.000,0.500,Direct
26,27,4.000,0.500,Direct
27,7,4.000,0.500,Detour
27,26,4.000,0.500,Direct
27,47,4.000,0.500,Detour
27,28,4.000,0.500,Direct
28,8,4.000,0.500,Direct
28,27,4.000,0.500,Direct
28,48,4.000,0.500,Direct
28,29,4.000,0.500,Detour
29,9,4.000,0.500,Detour
29,28,4.000,0.500,Detour
29,49,4.000,0.500,Detour
29,30,4.000,0.500,Detour
30,10,4.000,0.500,Detour
30,29,4.000,0.500,Detour
30,50,4.000,0.500,Direct
30,31,4.000,0.500,Detour
31,11,4.000,0.500,Detour
31,30,4.000,0.500,Detour
31,51,4.000,0.500,Concealed
31,32,4.000,0.500,Detour
32,12,4.000,0.500,Direct
32,31,4.000,0.500,Detour
32,52,4.000,0.500,Detour
32,33,4.000,0.500,Direct
33,13,4.000,0.500,Detour
33,32,4.000,0.500,Direct
33,53,4.000,0.500,Direct
33,34,4.000,0.500,Direct
34,14,4.000,0.500,Direct
34,33,4.000,0.500,Direct
34,54,4.000,0.500,Direct
34,35,4.000,0.500,Direct
35,15,4.000,0.500,Direct
35,34,4.000,0.500,Direct
35,55,4.000,0.500,Direct
35,36,4.000,0.500,Detour
36,16,4.000,0.500,Concealed
36,35,4.000,0.500,Detour
36,56,4.000,0.500,Concealed
36,37,4.000,0.500,Detour
37,17,4.000,0.500,Direct
37,36,4.000,0.500,Detour
37,57,4.000,0.500,Direct
37,38,4.000,0.500,Detour
38,18,4.000,0.500,Detour
38,37,4.000,0.500,Detour
38,58,4.000,0.500,Detour
38,39,4.000,0.500,Concealed
39,19,4.000,0.500,Concealed
39,38,4.000,0.500,Concealed
39,59,4.000,0.500,Concealed
40,20,4.000,0.500,Direct
40,60,4.000,0.500,Direct
40,41,4.000,0.500,Detour
41,21,4.000,0.500,Detour
41,40,4.000,0.500,Detour
41,61,4.000,0.500,Concealed
41,42,4.000,0.500,Detour
42,22,4.000,0.500,Direct
42,41,4.000,0.500,Detour
42,62,4.000,0.500,Detour
42,43,4.000,0.500,Direct
43,23,4.000,0.500,Direct
43,42,4.000,0.500,Direct
43,63,4.000,0.500,Detour
43,44,4.000,0.500,Detour
44,24,4.000,0.500,Concealed
44,43,4.000,0.500,Detour
44,64,4.000,0.500,Detour
44,45,4.000,0.500,Detour
45,25,4.000,0.500,Direct
45,44,4.000,0.500,Detour
45,65,4.000,0.500,Detour
45,46,4.000,0.500,Direct
46,26,4.000,0.500,Direct
46,45,4.000,0.500,Direct
46,66,4.000,0.500,Direct
46,47,4.000,0.500,Detour
47,27,4.000,0.500,Detour
47,46,4.000,0.500,Detour
47,67,4.000,0.500,Detour
47,48,4.000,0.500,Detour
48,28,4.000,0.500,Direct
48,47,4.000,0.500,Detour
48,68,4.000,0.500,Direct
48,49,4.000,0.500,Direct
49,29,4.000,0.500,Detour
49,48,4.000,0.500,Direct
49,69,4.000,0.500,Direct
49,50,4.000,0.500,Direct
50,30,4.000,0.500,Direct
50,49,4.000,0.500,Direct
50,70,4.000,0.500,Detour
50,51,4.000,0.500,Detour
51,31,4.000,0.500,Concealed
51,50,4.000,0.500,Detour
51,71,4.000,0.500,Detour
51,52,4.000,0.500,Concealed
52,32,4.000,0.500,Detour
52,51,4.000,0.500,Concealed
52,72,4.000,0.500,Detour
52,53,4.000,0.500,Detour
53,33,4.000,0.500,Direct
53,52,4.000,0.500,Detour
53,73,4.000,0.500,Direct
53,54,4.000,0.500,Direct
54,34,4.000,0.500,Direct
54,53,4.000,0.500,Direct
54,74,4.000,0.500,Direct
54,55,4.000,0.500,Direct
55,35,4.000,0.500,Direct
55,54,4.000,0.500,Direct
55,75,4.000,0.500,Detour
55,56,4.000,0.500,Detour
56,36,4.000,0.500,Concealed
56,55,4.000,0.500,Detour
56,76,4.000,0.500,Detour
56,57,4.000,0.500,Detour
57,37,4.000,0.500,Direct
57,56,4.000,0.500,Detour
57,77,4.000,0.500,Detour
57,58,4.000,0.500,Direct
58,38,4.000,0.500,Detour
58,57,4.000,0.500,Direct
58,78,4.000,0.500,Detour
58,59,4.000,0.500,Detour
59,39,4.000,0.500,Concealed
59,58,4.000,0.500,Detour
59,79,4.000,0.500,Detour
60,40,4.000,0.500,Direct
60,80,4.000,0.500,Direct
60,61,4.000,0.500,Detour
61,41,4.000,0.500,Concealed
61,60,4.000,0.500,Detour
61,81,4.000,0.500,Detour
61,62,4.000,0.500,Concealed
62,42,4.000,0.500,Detour
62,61,4.000,0.500,Concealed
62,82,4.000,0.500,Detour
62,63,4.000,0.500,Concealed
63,43,4.000,0.500,Detour
63,62,4.000,0.500,Concealed
63,83,4.000,0.500,Detour
63,64,4.000,0.500,Detour
64,44,4.000,0.500,Detour
64,63,4.000,0.500,Detour
64,84,4.000,0.500,Direct
64,65,4.000,0.500,Detour
65,45,4.000,0.500,Detour
65,64,4.000,0.500,Detour
65,85,4.000,0.500,Detour
65,66,4.000,0.500,Detour
66,46,4.000,0.500,Direct
66,65,4.000,0.500,Detour
66,86,4.000,0.500,Direct
66,67,4.000,0.500,Direct
67,47,4.000,0.500,Detour
67,66,4.000,0.500,Direct
67,87,4.000,0.500,Direct
67,68,4.000,0.500,Direct
68,48,4.000,0.500,Direct
68,67,4.000,0.500,Direct
68,88,4.000,0.500,Direct
68,69,4.000,0.500,Direct
69,49,4.000,0.500,Direct
69,68,4.000,0.500,Direct
69,89,4.000,0.500,Direct
69,70,4.000,0.500,Detour
70,50,4.000,0.500,Detour
70,69,4.000,0.500,Detour
70,90,4.000,0.500,Detour
70,71,4.000,0.500,Detour
71,51,4.000,0.500,Detour
71,70,4.000,0.500,Detour
71,91,4.000,0.500,Detour
71,72,4.000,0.500,Direct
72,52,4.000,0.500,Detour
72,71,4.000,0.500,Direct
72,92,4.000,0.500,Direct
72,73,4.000,0.500,Direct
73,53,4.000,0.500,Direct
73,72,4.000,0.500,Direct
73,93,4.000,0.500,Direct
73,74,4.000,0.500,Direct
74,54,4.000,0.500,Direct
74,73,4.000,0.500,Direct
74,94,4.000,0.500,Direct
74,75,4.000,0.500,Detour
75,55,4.000,0.500,Detour
75,74,4.000,0.500,Detour
75,95,4.000,0.500,Detour
75,76,4.000,0.500,Detour
76,56,4.000,0.500,Detour
76,75,4.000,0.500,Detour
76,96,4.000,0.500,Direct
76,77,4.000,0.500,Detour
77,57,4.000,0.500,Detour
77,76,4.000,0.500,Detour
77,97,4.000,0.500,Detour
77,78,4.000,0.500,Concealed
78,58,4.000,0.500,Detour
78,77,4.000,0.500,Concealed
78,98,4.000,0.500,Detour
78,79,4.000,0.500,Detour
79,59,4.000,0.500,Detour
79,78,4.000,0.500,Detour
79,99,4.000,0.500,Direct
80,60,4.000,0.500,Direct
80,100,4.000,0.500,Detour
80,81,4.000,0.500,Direct
