nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-30.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.160,0.200,8.829,2
1,-30.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.177,0.200,8.800,3
2,-30.000,0.000,-14.000,AlleyEntrance,0.000,False,CoverPoint,0.274,0.200,8.104,3
3,-30.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.210,0.200,8.256,3
4,-30.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.225,0.200,7.557,3
5,-30.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.158,0.200,7.721,3
6,-30.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.169,0.200,7.547,3
7,-30.000,0.000,6.000,BuildingCorner,0.000,False,CoverPoint,0.178,0.200,7.800,3
8,-30.000,0.000,10.000,AlleyEntrance,0.000,False,CoverPoint,0.345,0.200,7.764,3
9,-30.000,0.000,14.000,AlleyEntrance,0.000,False,CoverPoint,0.271,0.200,6.167,3
10,-30.000,0.000,18.000,BuildingCorner,0.000,False,CoverPoint,0.354,0.200,6.885,2
11,-26.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.184,0.200,8.196,3
12,-26.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.044,0.200,8.025,4
13,-26.000,0.000,-14.000,AlleyEntrance,0.000,False,CoverPoint,0.062,0.200,8.031,4
14,-26.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.079,0.200,7.537,4
15,-26.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.094,0.200,7.449,4
16,-26.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.107,0.200,7.463,4
17,-26.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.119,0.200,7.109,4
18,-26.000,0.000,6.000,BuildingCorner,0.000,False,CoverPoint,0.129,0.200,6.718,4
19,-26.000,0.000,10.000,Intersection,0.000,False,Intersection,0.297,0.200,7.302,4
20,-26.000,0.000,14.000,Intersection,0.000,False,Intersection,0.383,0.200,7.205,4
21,-26.000,0.000,18.000,BuildingCorner,0.000,False,CoverPoint,0.306,0.200,7.365,3
22,-22.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.049,0.200,7.712,3
23,-22.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.070,0.200,7.186,4
24,-22.000,0.000,-14.000,AlleyEntrance,0.000,False,CoverPoint,0.089,0.200,7.435,4
