nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-38.000,0.000,-34.000,OpenSpace,0.000,False,OpenArea,0.320,0.200,7.706,2
1,-38.000,0.000,-30.000,AlleyEntrance,0.000,False,CoverPoint,0.160,0.200,7.306,3
2,-38.000,0.000,-26.000,AlleyEntrance,0.000,False,CoverPoint,0.160,0.200,7.306,3
3,-38.000,0.000,-22.000,AlleyEntrance,0.000,False,CoverPoint,0.175,0.200,7.319,3
4,-38.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.269,0.200,7.096,3
5,-38.000,0.000,-14.000,AlleyEntrance,0.000,False,CoverPoint,0.203,0.200,7.064,3
6,-38.000,0.000,-10.000,AlleyEntrance,0.000,False,CoverPoint,0.376,0.200,6.138,3
7,-38.000,0.000,-6.000,AlleyEntrance,0.000,False,CoverPoint,0.308,0.200,7.088,3
8,-38.000,0.000,-2.000,BuildingCorner,0.000,False,CoverPoint,0.239,0.200,6.661,3
9,-38.000,0.000,2.000,AlleyEntrance,0.000,False,CoverPoint,0.329,0.200,7.349,3
10,-38.000,0.000,6.000,Intersection,0.000,False,Intersection,0.418,0.200,6.661,3
11,-38.000,0.000,10.000,Intersection,0.000,False,Intersection,0.506,0.200,8.377,3
12,-38.000,0.000,14.000,AlleyEntrance,0.000,False,CoverPoint,0.273,0.200,7.482,3
13,-38.000,0.000,18.000,BuildingCorner,0.000,False,CoverPoint,0.279,0.200,6.986,3
14,-38.000,0.000,22.000,AlleyEntrance,0.000,False,CoverPoint,0.283,0.200,6.494,3
15,-38.000,0.000,26.000,AlleyEntrance,0.000,False,CoverPoint,0.206,0.200,6.209,3
16,-38.000,0.000,30.000,BuildingCorner,0.000,False,CoverPoint,0.368,0.200,5.955,2
17,-34.000,0.000,-34.000,AlleyEntrance,0.000,False,CoverPoint,0.160,0.200,7.655,3
18,-34.000,0.000,-30.000,BuildingCorner,0.000,False,CoverPoint,0.003,0.200,7.121,4
19,-34.000,0.000,-26.000,BuildingCorner,0.000,False,CoverPoint,0.099,0.200,6.956,4
20,-34.000,0.000,-22.000,AlleyEntrance,0.000,False,CoverPoint,0.035,0.200,6.866,4
21,-34.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.209,0.200,7.004,4
22,-34.000,0.000,-14.000,AlleyEntrance,0.000,False,CoverPoint,0.064,0.200,6.795,4
23,-34.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.237,0.200,7.059,4
24,-34.000,0.000,-6.000,AlleyEntrance,0.000,False,CoverPoint,0.169,0.200,7.074,4
25,-34.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.101,0.200,7.298,4
26,-34.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.272,0.200,7.572,4
