nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-22.000,0.000,-22.000,AlleyEntrance,0.000,False,CoverPoint,0.320,0.200,8.430,2
1,-22.000,0.000,-18.000,Intersection,0.000,False,Intersection,0.334,0.200,7.714,3
2,-22.000,0.000,-14.000,AlleyEntrance,0.000,False,CoverPoint,0.199,0.200,8.276,3
3,-22.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.223,0.200,7.986,3
4,-22.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.326,0.200,9.155,3
5,-22.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.346,0.200,7.435,3
6,-22.000,0.000,2.000,AlleyEntrance,0.000,False,CoverPoint,0.443,0.200,6.980,3
7,-22.000,0.000,6.000,AlleyEntrance,0.000,False,CoverPoint,0.298,0.200,7.751,3
8,-22.000,0.000,10.000,BuildingCorner,0.000,False,CoverPoint,0.310,0.200,6.955,3
9,-22.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.319,0.200,7.418,3
10,-22.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.404,0.558,5.585,2
11,-18.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.334,0.200,9.344,3
12,-18.000,0.000,-18.000,AlleyEntrance,0.000,False,CoverPoint,0.202,0.200,8.210,4
13,-18.000,0.000,-14.000,BuildingCorner,0.000,False,CoverPoint,0.229,0.200,8.632,4
14,-18.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.175,0.200,7.720,4
15,-18.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.279,0.200,7.840,4
16,-18.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.300,0.200,7.401,4
17,-18.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.399,0.200,8.112,4
18,-18.000,0.000,6.000,OpenSpace,0.000,False,DetourPath,0.175,0.200,8.206,4
19,-18.000,0.000,10.000,BuildingCorner,0.000,False,CoverPoint,0.188,0.200,7.255,4
20,-18.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.278,0.200,7.664,4
21,-18.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.364,0.598,6.089,3
22,-14.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.199,0.200,7.957,3
23,-14.000,0.000,-18.000,AlleyEntrance,0.000,False,CoverPoint,0.229,0.200,7.905,4
24,-14.000,0.000,-14.000,BuildingCorner,0.000,False,CoverPoint,0.258,0.200,8.119,4
25,-14.000,0.000,-10.000,OpenSpace,0.000,False,DetourPath,0.205,0.200,7.984,4
26,-14.000,0.000,-6.000,AlleyEntrance,0.000,False,CoverPoint,0.470,0.200,8.429,4
27,-14.000,0.000,-2.000,Intersection,0.000,False,Intersection,0.333,0.200,7.551,4
28,-14.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.274,0.200,8.412,4
29,-14.000,0.000,6.000,BuildingCorner,0.000,False,CoverPoint,0.212,0.200,8.580,4
30,-14.000,0.000,10.000,BuildingCorner,0.000,False,CoverPoint,0.386,0.621,8.410,4
31,-14.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.316,0.200,8.648,4
32,-14.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.403,0.638,7.410,3
33,-10.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.303,0.200,8.795,3
34,-10.000,0.000,-18.000,AlleyEntrance,0.000,False,CoverPoint,0.175,0.200,8.050,4
35,-10.000,0.000,-14.000,BuildingCorner,0.000,False,CoverPoint,0.205,0.200,8.304,4
36,-10.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.154,0.200,6.851,4
37,-10.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.341,0.200,7.375,4
38,-10.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.206,0.200,6.746,4
39,-10.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.228,0.200,8.288,4
40,-10.000,0.000,6.000,BuildingCorner,0.000,False,CoverPoint,0.327,0.200,8.286,4
41,-10.000,0.000,10.000,OpenSpace,0.000,False,DetourPath,0.423,0.200,8.413,4
42,-10.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.355,0.200,7.598,4
43,-10.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.522,0.678,7.393,3
44,-6.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.326,0.200,7.485,3
45,-6.000,0.000,-18.000,Intersection,0.000,False,Intersection,0.279,0.200,7.613,4
46,-6.000,0.000,-14.000,AlleyEntrance,0.000,False,CoverPoint,0.310,0.200,7.984,4
47,-6.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.181,0.200,6.712,4
48,-6.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.370,0.200,7.518,4
49,-6.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.316,0.200,6.608,4
50,-6.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.341,0.200,8.871,4
51,-6.000,0.000,6.000,AlleyEntrance,0.000,False,CoverPoint,0.522,0.200,8.351,4
52,-6.000,0.000,10.000,Intersection,0.000,False,Intersection,0.460,0.200,8.232,4
53,-6.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.553,0.200,9.148,4
54,-6.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.641,0.717,7.541,3
55,-2.000,0.000,-22.000,AlleyEntrance,0.000,False,CoverPoint,0.346,0.200,7.892,3
56,-2.000,0.000,-18.000,Intersection,0.000,False,Intersection,0.380,0.200,8.389,4
57,-2.000,0.000,-14.000,Intersection,0.000,False,Intersection,0.333,0.200,8.231,4
58,-2.000,0.000,-10.000,AlleyEntrance,0.000,False,CoverPoint,0.366,0.200,7.925,4
59,-2.000,0.000,-6.000,AlleyEntrance,0.000,False,CoverPoint,0.316,0.200,7.561,4
60,-2.000,0.000,-2.000,Intersection,0.000,False,Intersection,0.345,0.200,7.384,4
61,-2.000,0.000,2.000,AlleyEntrance,0.000,False,CoverPoint,0.452,0.200,8.388,4
62,-2.000,0.000,6.000,Intersection,0.000,False,Intersection,0.396,0.200,7.891,4
63,-2.000,0.000,10.000,Intersection,0.000,False,Intersection,0.495,0.200,6.993,4
64,-2.000,0.000,14.000,AlleyEntrance,0.000,False,CoverPoint,0.511,0.747,6.034,4
65,-2.000,0.000,18.000,Intersection,0.000,False,Intersection,0.600,0.757,5.851,3
66,2.000,0.000,-22.000,AlleyEntrance,0.000,False,CoverPoint,0.203,0.200,6.156,3
67,2.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.319,0.200,7.552,4
68,2.000,0.000,-14.000,BuildingCorner,0.000,False,CoverPoint,0.274,0.200,7.775,4
69,2.000,0.000,-10.000,BuildingCorner,0.000,False,CoverPoint,0.468,0.200,9.412,4
70,2.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.421,0.200,7.911,4
71,2.000,0.000,-2.000,AlleyEntrance,0.000,False,CoverPoint,0.452,0.200,8.471,4
72,2.000,0.000,2.000,BuildingCorner,0.000,False,CoverPoint,0.481,0.200,7.488,4
73,2.000,0.000,6.000,BuildingCorner,0.000,False,CoverPoint,0.347,0.200,6.907,4
74,2.000,0.000,10.000,BuildingCorner,0.000,False,CoverPoint,0.450,0.200,7.711,4
75,2.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.548,0.200,8.071,4
76,2.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.719,0.796,7.720,3
77,6.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.218,0.200,7.169,3
78,6.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.175,0.200,7.729,4
79,6.000,0.000,-14.000,BuildingCorner,0.000,False,CoverPoint,0.212,0.200,7.870,4
80,6.000,0.000,-10.000,AlleyEntrance,0.000,False,CoverPoint,0.327,0.200,8.281,4
81,6.000,0.000,-6.000,AlleyEntrance,0.000,False,CoverPoint,0.522,0.200,7.893,4
82,6.000,0.000,-2.000,Intersection,0.000,False,Intersection,0.556,0.200,7.918,4
83,6.000,0.000,2.000,AlleyEntrance,0.000,False,CoverPoint,0.587,0.200,7.939,4
84,6.000,0.000,6.000,BuildingCorner,0.000,False,CoverPoint,0.377,0.200,8.238,4
85,6.000,0.000,10.000,BuildingCorner,0.000,False,CoverPoint,0.483,0.200,7.602,4
86,6.000,0.000,14.000,BuildingCorner,0.000,False,CoverPoint,0.424,0.200,6.769,4
87,6.000,0.000,18.000,AlleyEntrance,0.000,False,CoverPoint,0.757,0.835,7.720,3
88,10.000,0.000,-22.000,BuildingCorner,0.000,False,CoverPoint,0.150,0.200,7.058,3
89,10.000,0.000,-18.000,BuildingCorner,0.000,False,CoverPoint,0.188,0.200,7.035,4
90,10.000,0.000,-14.000,BuildingCorner,0.000,False,CoverPoint,0.226,0.200,7.897,4
91,10.000,0.000,-10.000,OpenSpace,0.000,False,DetourPath,0.343,0.200,7.370,4
92,10.000,0.000,-6.000,BuildingCorner,0.000,False,CoverPoint,0.460,0.200,5.997,4
