startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,14,4.000,0.500,Direct
0,1,4.000,0.500,Detour
1,0,4.000,0.500,Detour
1,15,4.000,0.500,Detour
1,2,4.000,0.500,Concealed
2,1,4.000,0.500,Concealed
2,16,4.000,0.500,Detour
2,3,4.000,0.500,Concealed
3,2,4.000,0.500,Concealed
3,17,4.000,0.500,Detour
3,4,4.000,0.500,Detour
4,3,4.000,0.500,Detour
4,18,4.000,0.500,Direct
4,5,4.000,0.500,Detour
5,4,4.000,0.500,Detour
5,19,4.000,0.500,Concealed
5,6,4.000,0.500,Detour
6,5,4.000,0.500,Detour
6,20,4.000,0.500,Direct
6,7,4.000,0.500,Detour
7,6,4.000,0.500,Detour
7,21,4.000,0.500,Detour
7,8,4.000,0.500,Detour
8,7,4.000,0.500,Detour
8,22,4.000,0.500,Direct
8,9,4.000,0.500,Direct
9,8,4.000,0.500,Direct
9,23,4.000,0.500,Direct
9,10,4.000,0.500,Direct
10,9,4.000,0.500,Direct
10,24,4.000,0.500,Direct
10,11,4.000,0.500,Direct
11,10,4.000,0.500,Direct
11,25,4.000,0.500,Direct
11,12,4.000,0.500,Detour
12,11,4.000,0.500,Detour
12,26,4.000,0.500,Detour
12,13,4.000,0.500,Concealed
13,12,4.000,0.500,Concealed
13,27,4.000,0.500,Concealed
14,0,4.000,0.500,Direct
14,28,4.000,0.500,Detour
14,15,4.000,0.500,Direct
15,1,4.000,0.500,Detour
15,14,4.000,0.500,Direct
15,29,4.000,0.500,Direct
15,16,4.000,0.500,Direct
16,2,4.000,0.500,Detour
16,15,4.000,0.500,Direct
16,30,4.000,0.500,Detour
16,17,4.000,0.500,Direct
17,3,4.000,0.500,Detour
17,16,4.000,0.500,Direct
17,31,4.000,0.500,Detour
17,18,4.000,0.500,Direct
18,4,4.000,0.500,Direct
18,17,4.000,0.500,Direct
18,32,4.000,0.500,Direct
18,19,4.000,0.500,Detour
19,5,4.000,0.500,Concealed
19,18,4.000,0.500,Detour
19,33,4.000,0.500,Concealed
19,20,4.000,0.500,Detour
20,6,4.000,0.500,Direct
20,19,4.000,0.500,Detour
20,34,4.000,0.500,Direct
20,21,4.000,0.500,Direct
21,7,4.000,0.500,Detour
21,20,4.000,0.500,Direct
21,35,4.000,0.500,Detour
21,22,4.000,0.500,Direct
22,8,4.000,0.500,Direct
22,21,4.000,0.500,Direct
22,36,4.000,0.500,Direct
22,23,4.000,0.500,Direct
23,9,4.000,0.500,Direct
23,22,4.000,0.500,Direct
23,37,4.000,0.500,Detour
23,24,4.000,0.500,Direct
24,10,4.000,0.500,Direct
24,23,4.000,0.500,Direct
24,38,4.000,0.500,Direct
24,25,4.000,0.500,Direct
25,11,4.000,0.500,Direct
25,24,4.000,0.500,Direct
25,39,4.000,0.500,Direct
25,26,4.000,0.500,Direct
26,12,4.000,0.500,Detour
26,25,4.000,0.500,Direct
26,40,4.000,0.500,Direct
26,27,4.000,0.500,Detour
27,13,4.000,0.500,Concealed
27,26,4.000,0.500,Detour
27,41,4.000,0.500,Detour
28,14,4.000,0.500,Detour
28,42,4.000,0.500,Detour
28,29,4.000,0.500,Detour
29,15,4.000,0.500,Direct
29,28,4.000,0.500,Detour
29,43,4.000,0.500,Detour
29,30,4.000,0.500,Detour
30,16,4.000,0.500,Detour
30,29,4.000,0.500,Detour
30,44,4.000,0.500,Concealed
30,31,4.000,0.500,Concealed
31,17,4.000,0.500,Detour
31,30,4.000,0.500,Concealed
31,45,4.000,0.500,Concealed
31,32,4.000,0.500,Detour
32,18,4.000,0.500,Direct
32,31,4.000,0.500,Detour
32,46,4.000,0.500,Direct
32,33,4.000,0.500,Detour
33,19,4.000,0.500,Concealed
33,32,4.000,0.500,Detour
33,47,4.000,0.500,Detour
33,34,4.000,0.500,Detour
34,20,4.000,0.500,Direct
34,33,4.000,0.500,Detour
34,48,4.000,0.500,Direct
34,35,4.000,0.500,Detour
35,21,4.000,0.500,Detour
35,34,4.000,0.500,Detour
35,49,4.000,0.500,Concealed
35,36,4.000,0.500,Detour
36,22,4.000,0.500,Direct
36,35,4.000,0.500,Detour
