startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,16,4.000,0.500,Concealed
0,1,4.000,0.500,Detour
1,0,4.000,0.500,Detour
1,17,4.000,0.500,Detour
1,2,4.000,0.500,Direct
2,1,4.000,0.500,Direct
2,18,4.000,0.500,Detour
2,3,4.000,0.500,Detour
3,2,4.000,0.500,Detour
3,19,4.000,0.500,Concealed
3,4,4.000,0.500,Concealed
4,3,4.000,0.500,Concealed
4,20,4.000,0.500,Concealed
4,5,4.000,0.500,Detour
5,4,4.000,0.500,Detour
5,21,4.000,0.500,Detour
5,6,4.000,0.500,Direct
6,5,4.000,0.500,Direct
6,22,4.000,0.500,Detour
6,7,4.000,0.500,Detour
7,6,4.000,0.500,Detour
7,23,4.000,0.500,Concealed
7,8,4.000,0.500,Detour
8,7,4.000,0.500,Detour
8,24,4.000,0.500,Detour
8,9,4.000,0.500,Detour
9,8,4.000,0.500,Detour
9,25,4.000,0.500,Concealed
9,10,4.000,0.500,Detour
10,9,4.000,0.500,Detour
10,26,4.000,0.500,Detour
10,11,4.000,0.500,Direct
11,10,4.000,0.500,Direct
11,27,4.000,0.500,Detour
11,12,4.000,0.500,Detour
12,11,4.000,0.500,Detour
12,28,4.000,0.500,Concealed
12,13,4.000,0.500,Concealed
13,12,4.000,0.500,Concealed
13,29,4.000,0.500,Concealed
13,14,4.000,0.500,Detour
14,13,4.000,0.500,Detour
14,30,4.000,0.500,Detour
14,15,4.000,0.500,Direct
15,14,4.000,0.500,Direct
15,31,4.000,0.500,Direct
16,0,4.000,0.500,Concealed
16,32,4.000,0.500,Detour
16,17,4.000,0.500,Concealed
17,1,4.000,0.500,Detour
17,16,4.000,0.500,Concealed
17,33,4.000,0.500,Detour
17,18,4.000,0.500,Concealed
18,2,4.000,0.500,Detour
18,17,4.000,0.500,Concealed
18,34,4.000,0.500,Detour
18,19,4.000,0.500,Concealed
19,3,4.000,0.500,Concealed
19,18,4.000,0.500,Concealed
19,35,4.000,0.500,Detour
19,20,4.000,0.500,Concealed
20,4,4.000,0.500,Concealed
20,19,4.000,0.500,Concealed
20,36,4.000,0.500,Detour
20,21,4.000,0.500,Concealed
21,5,4.000,0.500,Detour
21,20,4.000,0.500,Concealed
21,37,4.000,0.500,Concealed
21,22,4.000,0.500,Concealed
22,6,4.000,0.500,Detour
22,21,4.000,0.500,Concealed
22,38,4.000,0.500,Detour
22,23,4.000,0.500,Concealed
23,7,4.000,0.500,Concealed
23,22,4.000,0.500,Concealed
23,39,4.000,0.500,Detour
23,24,4.000,0.500,Concealed
24,8,4.000,0.500,Detour
24,23,4.000,0.500,Concealed
24,40,4.000,0.500,Concealed
24,25,4.000,0.500,Concealed
25,9,4.000,0.500,Concealed
25,24,4.000,0.500,Concealed
25,41,4.000,0.500,Detour
25,26,4.000,0.500,Concealed
26,10,4.000,0.500,Detour
26,25,4.000,0.500,Concealed
26,42,4.000,0.500,Concealed
26,27,4.000,0.500,Concealed
27,11,4.000,0.500,Detour
27,26,4.000,0.500,Concealed
27,43,4.000,0.500,Concealed
27,28,4.000,0.500,Concealed
28,12,4.000,0.500,Concealed
28,27,4.000,0.500,Concealed
28,44,4.000,0.500,Concealed
28,29,4.000,0.500,Concealed
29,13,4.000,0.500,Concealed
29,28,4.000,0.500,Concealed
29,45,4.000,0.500,Concealed
29,30,4.000,0.500,Concealed
30,14,4.000,0.500,Detour
30,29,4.000,0.500,Concealed
30,46,4.000,0.500,Detour
30,31,4.000,0.500,Detour
31,15,4.000,0.500,Direct
31,30,4.000,0.500,Detour
31,47,4.000,0.500,Detour
32,16,4.000,0.500,Detour
32,48,4.000,0.500,Detour
32,33,4.000,0.500,Direct
33,17,4.000,0.500,Detour
33,32,4.000,0.500,Direct
33,49,4.000,0.500,Direct
33,34,4.000,0.500,Direct
34,18,4.000,0.500,Detour
34,33,4.000,0.500,Direct
34,50,4.000,0.500,Detour
34,35,4.000,0.500,Direct
35,19,4.000,0.500,Detour
35,34,4.000,0.500,Direct
35,51,4.000,0.500,Detour
35,36,4.000,0.500,Direct
36,20,4.000,0.500,Detour
36,35,4.000,0.500,Direct
36,52,4.000,0.500,Direct
36,37,4.000,0.500,Detour
37,21,4.000,0.500,Concealed
37,36,4.000,0.500,Detour
37,53,4.000,0.500,Concealed
37,38,4.000,0.500,Detour
38,22,4.000,0.500,Detour
38,37,4.000,0.500,Detour
38,54,4.000,0.500,Detour
38,39,4.000,0.500,Direct
