startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,17,4.000,0.500,Direct
0,1,4.000,0.500,Direct
1,0,4.000,0.500,Direct
1,18,4.000,0.500,Detour
1,2,4.000,0.500,Direct
2,1,4.000,0.500,Direct
2,19,4.000,0.500,Detour
2,3,4.000,0.500,Direct
3,2,4.000,0.500,Direct
3,20,4.000,0.500,Direct
3,4,4.000,0.500,Detour
4,3,4.000,0.500,Detour
4,21,4.000,0.500,Concealed
4,5,4.000,0.500,Detour
5,4,4.000,0.500,Detour
5,22,4.000,0.500,Direct
5,6,4.000,0.500,Direct
6,5,4.000,0.500,Direct
6,23,4.000,0.500,Detour
6,7,4.000,0.500,Direct
7,6,4.000,0.500,Direct
7,24,4.000,0.500,Direct
7,8,4.000,0.500,Detour
8,7,4.000,0.500,Detour
8,25,4.000,0.500,Detour
8,9,4.000,0.500,Detour
9,8,4.000,0.500,Detour
9,26,4.000,0.500,Detour
9,10,4.000,0.500,Direct
10,9,4.000,0.500,Direct
10,27,4.000,0.500,Direct
10,11,4.000,0.500,Direct
11,10,4.000,0.500,Direct
11,28,4.000,0.500,Direct
11,12,4.000,0.500,Direct
12,11,4.000,0.500,Direct
12,29,4.000,0.500,Detour
12,13,4.000,0.500,Detour
13,12,4.000,0.500,Detour
13,30,4.000,0.500,Concealed
13,14,4.000,0.500,Detour
14,13,4.000,0.500,Detour
14,31,4.000,0.500,Detour
14,15,4.000,0.500,Direct
15,14,4.000,0.500,Direct
15,32,4.000,0.500,Direct
15,16,4.000,0.500,Detour
16,15,4.000,0.500,Detour
16,33,4.000,0.500,Concealed
17,0,4.000,0.500,Direct
17,34,4.000,0.500,Detour
17,18,4.000,0.500,Detour
18,1,4.000,0.500,Detour
18,17,4.000,0.500,Detour
18,35,4.000,0.500,Concealed
18,19,4.000,0.500,Concealed
19,2,4.000,0.500,Detour
19,18,4.000,0.500,Concealed
19,36,4.000,0.500,Concealed
19,20,4.000,0.500,Detour
