startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,13,4.000,0.500,Detour
0,1,4.000,0.500,Detour
1,0,4.000,0.500,Detour
1,14,4.000,0.500,Direct
1,2,4.000,0.500,Detour
2,1,4.000,0.500,Detour
2,15,4.000,0.500,Concealed
2,3,4.000,0.500,Detour
3,2,4.000,0.500,Detour
3,16,4.000,0.500,Detour
3,4,4.000,0.500,Direct
4,3,4.000,0.500,Direct
4,17,4.000,0.500,Direct
4,5,4.000,0.500,Direct
5,4,4.000,0.500,Direct
5,18,4.000,0.500,Detour
5,6,4.000,0.500,Detour
6,5,4.000,0.500,Detour
6,19,4.000,0.500,Concealed
6,7,4.000,0.500,Concealed
7,6,4.000,0.500,Concealed
7,20,4.000,0.500,Detour
7,8,4.000,0.500,Detour
8,7,4.000,0.500,Detour
8,21,4.000,0.500,Direct
8,9,4.000,0.500,Detour
9,8,4.000,0.500,Detour
9,22,4.000,0.500,Concealed
9,10,4.000,0.500,Detour
10,9,4.000,0.500,Detour
10,23,4.000,0.500,Direct
10,11,4.000,0.500,Detour
11,10,4.000,0.500,Detour
11,24,4.000,0.500,Concealed
11,12,4.000,0.500,Concealed
12,11,4.000,0.500,Concealed
12,25,4.000,0.500,Concealed
13,0,4.000,0.500,Detour
13,26,4.000,0.500,Direct
13,14,4.000,0.500,Direct
14,1,4.000,0.500,Direct
14,13,4.000,0.500,Direct
14,27,4.000,0.500,Detour
14,15,4.000,0.500,Detour
15,2,4.000,0.500,Concealed
15,14,4.000,0.500,Detour
15,28,4.000,0.500,Concealed
15,16,4.000,0.500,Concealed
16,3,4.000,0.500,Detour
16,15,4.000,0.500,Concealed
16,29,4.000,0.500,Concealed
16,17,4.000,0.500,Detour
17,4,4.000,0.500,Direct
17,16,4.000,0.500,Detour
17,30,4.000,0.500,Direct
17,18,4.000,0.500,Detour
18,5,4.000,0.500,Detour
18,17,4.000,0.500,Detour
18,31,4.000,0.500,Detour
18,19,4.000,0.500,Concealed
19,6,4.000,0.500,Concealed
19,18,4.000,0.500,Concealed
19,32,4.000,0.500,Concealed
19,20,4.000,0.500,Detour
20,7,4.000,0.500,Detour
20,19,4.000,0.500,Detour
20,33,4.000,0.500,Direct
20,21,4.000,0.500,Direct
21,8,4.000,0.500,Direct
21,20,4.000,0.500,Direct
21,34,4.000,0.500,Detour
21,22,4.000,0.500,Detour
22,9,4.000,0.500,Concealed
22,21,4.000,0.500,Detour
22,35,4.000,0.500,Detour
22,23,4.000,0.500,Detour
23,10,4.000,0.500,Direct
23,22,4.000,0.500,Detour
23,36,4.000,0.500,Direct
23,24,4.000,0.500,Detour
24,11,4.000,0.500,Concealed
24,23,4.000,0.500,Detour
24,37,4.000,0.500,Concealed
24,25,4.000,0.500,Concealed
25,12,4.000,0.500,Concealed
25,24,4.000,0.500,Concealed
25,38,4.000,0.500,Concealed
26,13,4.000,0.500,Direct
26,39,4.000,0.500,Direct
26,27,4.000,0.500,Detour
27,14,4.000,0.500,Detour
27,26,4.000,0.500,Detour
27,40,4.000,0.500,Detour
27,28,4.000,0.500,Concealed
28,15,4.000,0.500,Concealed
28,27,4.000,0.500,Concealed
28,41,4.000,0.500,Detour
28,29,4.000,0.500,Concealed
29,16,4.000,0.500,Concealed
29,28,4.000,0.500,Concealed
29,42,4.000,0.500,Detour
29,30,4.000,0.500,Detour
