nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-22.000,0.000,-40.000,OpenSpace,0.000,False,OpenArea,0.400,0.200,0.000,2
1,-22.000,0.000,-36.000,Intersection,0.000,False,Intersection,0.320,0.200,0.000,3
2,-22.000,0.000,-32.000,Intersection,0.000,False,Intersection,0.400,0.200,0.000,3
3,-22.000,0.000,-28.000,Intersection,0.000,False,Intersection,0.343,0.200,6.843,3
4,-22.000,0.000,-24.000,AlleyEntrance,0.000,False,CoverPoint,0.367,0.200,6.843,3
5,-22.000,0.000,-20.000,Intersection,0.000,False,Intersection,0.390,0.200,6.843,3
6,-22.000,0.000,-16.000,AlleyEntrance,0.000,False,CoverPoint,0.413,0.200,6.059,3
7,-22.000,0.000,-12.000,BuildingCorner,0.000,False,DetourPath,0.355,0.200,0.000,3
8,-22.000,0.000,-8.000,AlleyEntrance,0.000,False,CoverPoint,0.376,0.200,5.734,3
9,-22.000,0.000,-4.000,AlleyEntrance,0.000,False,CoverPoint,0.397,0.200,6.258,3
10,-22.000,0.000,0.000,BuildingCorner,0.000,False,CoverPoint,0.337,0.200,6.004,3
11,-22.000,0.000,4.000,AlleyEntrance,0.000,False,CoverPoint,0.355,0.200,6.853,3
12,-22.000,0.000,8.000,AlleyEntrance,0.000,False,CoverPoint,0.453,0.200,7.698,3
13,-22.000,0.000,12.000,BuildingCorner,0.000,False,DetourPath,0.549,0.200,0.000,3
14,-22.000,0.000,16.000,AlleyEntrance,0.000,False,CoverPoint,0.563,0.200,8.797,3
15,-22.000,0.000,20.000,AlleyEntrance,0.000,False,CoverPoint,0.496,0.200,7.187,3
16,-22.000,0.000,24.000,BuildingCorner,0.000,False,CoverPoint,0.507,0.200,6.138,3
17,-22.000,0.000,28.000,AlleyEntrance,0.000,False,CoverPoint,0.435,0.200,7.443,3
18,-22.000,0.000,32.000,AlleyEntrance,0.000,False,CoverPoint,0.522,0.200,8.395,3
19,-22.000,0.000,36.000,BuildingCorner,0.000,False,CoverPoint,0.525,0.200,8.687,2
20,-18.000,0.000,-40.000,Intersection,0.000,False,Intersection,0.320,0.200,5.173,3
