startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,16,4.000,0.500,Concealed
0,1,4.000,0.500,Concealed
1,0,4.000,0.500,Concealed
1,17,4.000,0.500,Concealed
1,2,4.000,0.500,Concealed
2,1,4.000,0.500,Concealed
2,18,4.000,0.500,Concealed
2,3,4.000,0.500,Concealed
3,2,4.000,0.500,Concealed
3,19,4.000,0.500,Concealed
3,4,4.000,0.500,Concealed
4,3,4.000,0.500,Concealed
4,20,4.000,0.500,Concealed
4,5,4.000,0.500,Detour
5,4,4.000,0.500,Detour
5,21,4.000,0.500,Direct
5,6,4.000,0.500,Direct
6,5,4.000,0.500,Direct
6,22,4.000,0.500,Direct
6,7,4.000,0.500,Detour
7,6,4.000,0.500,Detour
7,23,4.000,0.500,Concealed
7,8,4.000,0.500,Detour
8,7,4.000,0.500,Detour
8,24,4.000,0.500,Direct
8,9,4.000,0.500,Detour
9,8,4.000,0.500,Detour
9,25,4.000,0.500,Concealed
9,10,4.000,0.500,Concealed
10,9,4.000,0.500,Concealed
10,26,4.000,0.500,Concealed
10,11,4.000,0.500,Concealed
11,10,4.000,0.500,Concealed
11,27,4.000,0.500,Concealed
11,12,4.000,0.500,Concealed
12,11,4.000,0.500,Concealed
12,28,4.000,0.500,Concealed
12,13,4.000,0.500,Detour
13,12,4.000,0.500,Detour
13,29,4.000,0.500,Direct
13,14,4.000,0.500,Detour
14,13,4.000,0.500,Detour
14,30,4.000,0.500,Concealed
14,15,4.000,0.500,Concealed
15,14,4.000,0.500,Concealed
15,31,4.000,0.500,Concealed
16,0,4.000,0.500,Concealed
16,32,4.000,0.500,Detour
16,17,4.000,0.500,Concealed
17,1,4.000,0.500,Concealed
17,16,4.000,0.500,Concealed
17,33,4.000,0.500,Detour
17,18,4.000,0.500,Concealed
18,2,4.000,0.500,Concealed
18,17,4.000,0.500,Concealed
18,34,4.000,0.500,Detour
18,19,4.000,0.500,Concealed
19,3,4.000,0.500,Concealed
19,18,4.000,0.500,Concealed
19,35,4.000,0.500,Detour
19,20,4.000,0.500,Concealed
20,4,4.000,0.500,Concealed
20,19,4.000,0.500,Concealed
20,36,4.000,0.500,Detour
20,21,4.000,0.500,Detour
21,5,4.000,0.500,Direct
21,20,4.000,0.500,Detour
21,37,4.000,0.500,Direct
21,22,4.000,0.500,Direct
22,6,4.000,0.500,Direct
22,21,4.000,0.500,Direct
22,38,4.000,0.500,Direct
22,23,4.000,0.500,Detour
23,7,4.000,0.500,Concealed
23,22,4.000,0.500,Detour
23,39,4.000,0.500,Detour
23,24,4.000,0.500,Detour
24,8,4.000,0.500,Direct
24,23,4.000,0.500,Detour
24,40,4.000,0.500,Direct
24,25,4.000,0.500,Detour
25,9,4.000,0.500,Concealed
25,24,4.000,0.500,Detour
25,41,4.000,0.500,Concealed
25,26,4.000,0.500,Concealed
26,10,4.000,0.500,Concealed
26,25,4.000,0.500,Concealed
26,42,4.000,0.500,Concealed
26,27,4.000,0.500,Concealed
27,11,4.000,0.500,Concealed
27,26,4.000,0.500,Concealed
27,43,4.000,0.500,Concealed
27,28,4.000,0.500,Concealed
28,12,4.000,0.500,Concealed
28,27,4.000,0.500,Concealed
28,44,4.000,0.500,Detour
28,29,4.000,0.500,Detour
29,13,4.000,0.500,Direct
29,28,4.000,0.500,Detour
29,45,4.000,0.500,Direct
29,30,4.000,0.500,Detour
30,14,4.000,0.500,Concealed
30,29,4.000,0.500,Detour
30,46,4.000,0.500,Detour
30,31,4.000,0.500,Concealed
31,15,4.000,0.500,Concealed
31,30,4.000,0.500,Concealed
31,47,4.000,0.500,Detour
32,16,4.000,0.500,Detour
32,48,4.000,0.500,Direct
32,33,4.000,0.500,Direct
33,17,4.000,0.500,Detour
33,32,4.000,0.500,Direct
33,49,4.000,0.500,Direct
33,34,4.000,0.500,Direct
34,18,4.000,0.500,Detour
34,33,4.000,0.500,Direct
34,50,4.000,0.500,Direct
34,35,4.000,0.500,Direct
35,19,4.000,0.500,Detour
35,34,4.000,0.500,Direct
35,51,4.000,0.500,Direct
35,36,4.000,0.500,Direct
36,20,4.000,0.500,Detour
36,35,4.000,0.500,Direct
36,52,4.000,0.500,Direct
36,37,4.000,0.500,Direct
37,21,4.000,0.500,Direct
37,36,4.000,0.500,Direct
37,53,4.000,0.500,Direct
37,38,4.000,0.500,Direct
38,22,4.000,0.500,Direct
38,37,4.000,0.500,Direct
38,54,4.000,0.500,Direct
38,39,4.000,0.500,Direct
39,23,4.000,0.500,Detour
39,38,4.000,0.500,Direct
39,55,4.000,0.500,Direct
39,40,4.000,0.500,Direct
40,24,4.000,0.500,Direct
40,39,4.000,0.500,Direct
40,56,4.000,0.500,Direct
40,41,4.000,0.500,Detour
41,25,4.000,0.500,Concealed
41,40,4.000,0.500,Detour
41,57,4.000,0.500,Detour
41,42,4.000,0.500,Concealed
42,26,4.000,0.500,Concealed
42,41,4.000,0.500,Concealed
42,58,4.000,0.500,Detour
42,43,4.000,0.500,Concealed
43,27,4.000,0.500,Concealed
43,42,4.000,0.500,Concealed
43,59,4.000,0.500,Detour
43,44,4.000,0.500,Detour
44,28,4.000,0.500,Detour
44,43,4.000,0.500,Detour
44,60,4.000,0.500,Direct
44,45,4.000,0.500,Direct
45,29,4.000,0.500,Direct
45,44,4.000,0.500,Direct
45,61,4.000,0.500,Direct
45,46,4.000,0.500,Direct
46,30,4.000,0.500,Detour
46,45,4.000,0.500,Direct
46,62,4.000,0.500,Detour
46,47,4.000,0.500,Direct
47,31,4.000,0.500,Detour
47,46,4.000,0.500,Direct
47,63,4.000,0.500,Detour
48,32,4.000,0.500,Direct
48,64,4.000,0.500,Detour
48,49,4.000,0.500,Direct
49,33,4.000,0.500,Direct
49,48,4.000,0.500,Direct
49,65,4.000,0.500,Detour
49,50,4.000,0.500,Direct
50,34,4.000,0.500,Direct
50,49,4.000,0.500,Direct
50,66,4.000,0.500,Detour
50,51,4.000,0.500,Direct
51,35,4.000,0.500,Direct
51,50,4.000,0.500,Direct
