nodeId,pos_x,pos_y,pos_z,nodeType,elevation,isVisibleFromSpawn,strategicType,dangerScore,visibilityScore,avgSurroundingHeight,neighborCount
0,-36.000,0.000,-28.000,AlleyEntrance,0.000,False,CoverPoint,0.160,0.200,7.848,2
1,-36.000,0.000,-24.000,BuildingCorner,0.000,False,CoverPoint,0.082,0.200,8.035,3
2,-36.000,0.000,-20.000,BuildingCorner,0.000,False,CoverPoint,0.017,0.200,7.550,3
3,-36.000,0.000,-16.000,AlleyEntrance,0.000,False,CoverPoint,0.352,0.200,8.349,3
4,-36.000,0.000,-12.000,BuildingCorner,0.000,False,CoverPoint,0.205,0.200,6.590,3
5,-36.000,0.000,-8.000,BuildingCorner,0.000,False,CoverPoint,0.218,0.200,7.291,3
6,-36.000,0.000,-4.000,AlleyEntrance,0.000,False,CoverPoint,0.229,0.200,7.559,3
7,-36.000,0.000,0.000,AlleyEntrance,0.000,False,CoverPoint,0.240,0.200,7.525,3
8,-36.000,0.000,4.000,BuildingCorner,0.000,False,CoverPoint,0.249,0.200,7.379,3
9,-36.000,0.000,8.000,OpenSpace,0.000,False,DetourPath,0.177,0.200,6.215,3
10,-36.000,0.000,12.000,BuildingCorner,0.000,False,CoverPoint,0.263,0.200,6.367,3
11,-36.000,0.000,16.000,OpenSpace,0.000,False,DetourPath,0.189,0.200,6.435,3
12,-36.000,0.000,20.000,BuildingCorner,0.000,False,CoverPoint,0.272,0.200,6.350,3
13,-36.000,0.000,24.000,AlleyEntrance,0.000,False,CoverPoint,0.354,0.200,5.801,2
14,-32.000,0.000,-28.000,BuildingCorner,0.000,False,CoverPoint,0.007,0.200,6.221,3
15,-32.000,0.000,-24.000,BuildingCorner,0.000,False,CoverPoint,0.024,0.200,7.011,4
16,-32.000,0.000,-20.000,BuildingCorner,0.000,False,CoverPoint,0.040,0.200,6.623,4
17,-32.000,0.000,-16.000,AlleyEntrance,0.000,False,CoverPoint,0.055,0.200,7.629,4
18,-32.000,0.000,-12.000,AlleyEntrance,0.000,False,CoverPoint,0.149,0.200,7.236,4
19,-32.000,0.000,-8.000,BuildingCorner,0.000,False,CoverPoint,0.162,0.200,7.998,4
20,-32.000,0.000,-4.000,BuildingCorner,0.000,False,CoverPoint,0.094,0.200,7.525,4
21,-32.000,0.000,0.000,BuildingCorner,0.000,False,CoverPoint,0.105,0.200,7.353,4
22,-32.000,0.000,4.000,BuildingCorner,0.000,False,CoverPoint,0.114,0.200,7.271,4
23,-32.000,0.000,8.000,BuildingCorner,0.000,False,CoverPoint,0.123,0.200,7.534,4
24,-32.000,0.000,12.000,OpenSpace,0.000,False,DetourPath,0.130,0.200,7.353,4
25,-32.000,0.000,16.000,BuildingCorner,0.000,False,CoverPoint,0.135,0.200,6.899,4
26,-32.000,0.000,20.000,BuildingCorner,0.000,False,CoverPoint,0.219,0.200,7.031,4
27,-32.000,0.000,24.000,AlleyEntrance,0.000,False,CoverPoint,0.381,0.200,5.801,3
28,-28.000,0.000,-28.000,BuildingCorner,0.000,False,CoverPoint,0.027,0.200,6.856,3
29,-28.000,0.000,-24.000,BuildingCorner,0.000,False,CoverPoint,0.045,0.200,7.182,4
30,-28.000,0.000,-20.000,BuildingCorner,0.000,False,CoverPoint,0.061,0.200,7.117,4
31,-28.000,0.000,-16.000,BuildingCorner,0.000,False,CoverPoint,0.077,0.200,7.919,4
32,-28.000,0.000,-12.000,OpenSpace,0.000,False,DetourPath,0.092,0.200,7.127,4
33,-28.000,0.000,-8.000,BuildingCorner,0.000,False,CoverPoint,0.186,0.200,7.545,4
34,-28.000,0.000,-4.000,BuildingCorner,0.000,False,CoverPoint,0.118,0.200,6.638,4
35,-28.000,0.000,0.000,BuildingCorner,0.000,False,CoverPoint,0.130,0.200,7.847,4
36,-28.000,0.000,4.000,BuildingCorner,0.000,False,CoverPoint,0.140,0.200,7.638,4
37,-28.000,0.000,8.000,BuildingCorner,0.000,False,CoverPoint,0.149,0.200,7.764,4
38,-28.000,0.000,12.000,BuildingCorner,0.000,False,CoverPoint,0.156,0.200,7.609,4
39,-28.000,0.000,16.000,BuildingCorner,0.000,False,CoverPoint,0.162,0.200,7.508,4
40,-28.000,0.000,20.000,AlleyEntrance,0.000,False,CoverPoint,0.326,0.200,7.171,4
41,-28.000,0.000,24.000,AlleyEntrance,0.000,False,CoverPoint,0.408,0.200,7.011,3
42,-24.000,0.000,-28.000,OpenSpace,0.000,False,DetourPath,0.207,0.200,6.429,3
43,-24.000,0.000,-24.000,BuildingCorner,0.000,False,CoverPoint,0.065,0.200,6.875,4
44,-24.000,0.000,-20.000,BuildingCorner,0.000,False,CoverPoint,0.083,0.200,6.114,4
45,-24.000,0.000,-16.000,BuildingCorner,0.000,False,CoverPoint,0.099,0.200,7.403,4
46,-24.000,0.000,-12.000,BuildingCorner,0.000,False,CoverPoint,0.114,0.200,6.480,4
47,-24.000,0.000,-8.000,OpenSpace,0.000,False,DetourPath,0.289,0.200,8.193,4
48,-24.000,0.000,-4.000,BuildingCorner,0.000,False,CoverPoint,0.302,0.200,7.983,4
49,-24.000,0.000,0.000,AlleyEntrance,0.000,False,CoverPoint,0.314,0.200,7.793,4
50,-24.000,0.000,4.000,AlleyEntrance,0.000,False,CoverPoint,0.165,0.200,8.095,4
51,-24.000,0.000,8.000,BuildingCorner,0.000,False,CoverPoint,0.174,0.200,8.501,4
52,-24.000,0.000,12.000,BuildingCorner,0.000,False,CoverPoint,0.182,0.200,8.589,4
