startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,15,4.000,0.500,Concealed
0,1,4.000,0.500,Concealed
1,0,4.000,0.500,Concealed
1,16,4.000,0.500,Concealed
1,2,4.000,0.500,Detour
2,1,4.000,0.500,Detour
2,17,4.000,0.500,Direct
2,3,4.000,0.500,Detour
3,2,4.000,0.500,Detour
3,18,4.000,0.500,Detour
3,4,4.000,0.500,Detour
4,3,4.000,0.500,Detour
4,19,4.000,0.500,Direct
4,5,4.000,0.500,Direct
5,4,4.000,0.500,Direct
5,20,4.000,0.500,Direct
5,6,4.000,0.500,Detour
6,5,4.000,0.500,Detour
6,21,4.000,0.500,Detour
6,7,4.000,0.500,Concealed
7,6,4.000,0.500,Concealed
7,22,4.000,0.500,Concealed
7,8,4.000,0.500,Concealed
8,7,4.000,0.500,Concealed
8,23,4.000,0.500,Concealed
8,9,4.000,0.500,Concealed
9,8,4.000,0.500,Concealed
9,24,4.000,0.500,Concealed
9,10,4.000,0.500,Detour
10,9,4.000,0.500,Detour
10,25,4.000,0.500,Direct
10,11,4.000,0.500,Detour
11,10,4.000,0.500,Detour
11,26,4.000,0.500,Detour
11,12,4.000,0.500,Concealed
12,11,4.000,0.500,Concealed
12,27,4.000,0.500,Concealed
12,13,4.000,0.500,Concealed
13,12,4.000,0.500,Concealed
13,28,4.000,0.500,Concealed
13,14,4.000,0.500,Detour
14,13,4.000,0.500,Detour
14,29,4.000,0.500,Direct
15,0,4.000,0.500,Concealed
15,30,4.000,0.500,Concealed
15,16,4.000,0.500,Concealed
16,1,4.000,0.500,Concealed
16,15,4.000,0.500,Concealed
16,31,4.000,0.500,Concealed
16,17,4.000,0.500,Detour
17,2,4.000,0.500,Direct
17,16,4.000,0.500,Detour
17,32,4.000,0.500,Direct
17,18,4.000,0.500,Direct
18,3,4.000,0.500,Detour
18,17,4.000,0.500,Direct
18,33,4.000,0.500,Detour
18,19,4.000,0.500,Direct
19,4,4.000,0.500,Direct
19,18,4.000,0.500,Direct
19,34,4.000,0.500,Detour
19,20,4.000,0.500,Direct
20,5,4.000,0.500,Direct
20,19,4.000,0.500,Direct
20,35,4.000,0.500,Direct
20,21,4.000,0.500,Direct
21,6,4.000,0.500,Detour
21,20,4.000,0.500,Direct
21,36,4.000,0.500,Direct
21,22,4.000,0.500,Detour
22,7,4.000,0.500,Concealed
22,21,4.000,0.500,Detour
22,37,4.000,0.500,Detour
22,23,4.000,0.500,Concealed
23,8,4.000,0.500,Concealed
23,22,4.000,0.500,Concealed
23,38,4.000,0.500,Concealed
23,24,4.000,0.500,Concealed
24,9,4.000,0.500,Concealed
24,23,4.000,0.500,Concealed
24,39,4.000,0.500,Concealed
24,25,4.000,0.500,Detour
25,10,4.000,0.500,Direct
25,24,4.000,0.500,Detour
25,40,4.000,0.500,Direct
25,26,4.000,0.500,Direct
26,11,4.000,0.500,Detour
26,25,4.000,0.500,Direct
26,41,4.000,0.500,Direct
26,27,4.000,0.500,Detour
27,12,4.000,0.500,Concealed
