startNodeId,endNodeId,travelCost,visibilityScore,pathType
0,13,4.000,0.500,Detour
0,1,4.000,0.500,Concealed
1,0,4.000,0.500,Concealed
1,14,4.000,0.500,Concealed
1,2,4.000,0.500,Concealed
2,1,4.000,0.500,Concealed
2,15,4.000,0.500,Concealed
2,3,4.000,0.500,Detour
3,2,4.000,0.500,Detour
3,16,4.000,0.500,Direct
3,4,4.000,0.500,Direct
4,3,4.000,0.500,Direct
4,17,4.000,0.500,Direct
4,5,4.000,0.500,Direct
5,4,4.000,0.500,Direct
5,18,4.000,0.500,Detour
5,6,4.000,0.500,Direct
6,5,4.000,0.500,Direct
6,19,4.000,0.500,Detour
6,7,4.000,0.500,Detour
7,6,4.000,0.500,Detour
7,20,4.000,0.500,Concealed
7,8,4.000,0.500,Detour
8,7,4.000,0.500,Detour
8,21,4.000,0.500,Direct
8,9,4.000,0.500,Direct
9,8,4.000,0.500,Direct
9,22,4.000,0.500,Detour
9,10,4.000,0.500,Direct
10,9,4.000,0.500,Direct
10,23,4.000,0.500,Direct
10,11,4.000,0.500,Direct
11,10,4.000,0.500,Direct
11,24,4.000,0.500,Direct
11,12,4.000,0.500,Detour
12,11,4.000,0.500,Detour
12,25,4.000,0.500,Detour
13,0,4.000,0.500,Detour
13,26,4.000,0.500,Direct
13,14,4.000,0.500,Detour
14,1,4.000,0.500,Concealed
14,13,4.000,0.500,Detour
14,27,4.000,0.500,Concealed
14,15,4.000,0.500,Concealed
15,2,4.000,0.500,Concealed
15,14,4.000,0.500,Concealed
15,28,4.000,0.500,Detour
15,16,4.000,0.500,Detour
16,3,4.000,0.500,Direct
16,15,4.000,0.500,Detour
16,29,4.000,0.500,Direct
16,17,4.000,0.500,Direct
17,4,4.000,0.500,Direct
17,16,4.000,0.500,Direct
17,30,4.000,0.500,Direct
17,18,4.000,0.500,Detour
18,5,4.000,0.500,Detour
18,17,4.000,0.500,Detour
18,31,4.000,0.500,Concealed
18,19,4.000,0.500,Concealed
19,6,4.000,0.500,Detour
19,18,4.000,0.500,Concealed
19,32,4.000,0.500,Detour
19,20,4.000,0.500,Concealed
20,7,4.000,0.500,Concealed
20,19,4.000,0.500,Concealed
20,33,4.000,0.500,Detour
20,21,4.000,0.500,Detour
21,8,4.000,0.500,Direct
21,20,4.000,0.500,Detour
21,34,4.000,0.500,Direct
21,22,4.000,0.500,Detour
22,9,4.000,0.500,Detour
22,21,4.000,0.500,Detour
22,35,4.000,0.500,Detour
22,23,4.000,0.500,Detour
23,10,4.000,0.500,Direct
23,22,4.000,0.500,Detour
23,36,4.000,0.500,Direct
23,24,4.000,0.500,Direct
24,11,4.000,0.500,Direct
24,23,4.000,0.500,Direct
24,37,4.000,0.500,Detour
24,25,4.000,0.500,Direct
25,12,4.000,0.500,Detour
25,24,4.000,0.500,Direct
25,38,4.000,0.500,Direct
26,13,4.000,0.500,Direct
26,39,4.000,0.500,Detour
26,27,4.000,0.500,Detour
27,14,4.000,0.500,Concealed
27,26,4.000,0.500,Detour
27,40,4.000,0.500,Concealed
27,28,4.000,0.500,Detour
28,15,4.000,0.500,Detour
28,27,4.000,0.500,Detour
28,41,4.000,0.500,Detour
28,29,4.000,0.500,Direct
29,16,4.000,0.500,Direct
29,28,4.000,0.500,Direct
29,42,4.000,0.500,Detour
29,30,4.000,0.500,Direct
30,17,4.000,0.500,Direct
30,29,4.000,0.500,Direct
30,43,4.000,0.500,Direct
30,31,4.000,0.500,Detour
31,18,4.000,0.500,Concealed
31,30,4.000,0.500,Detour
31,44,4.000,0.500,Detour
31,32,4.000,0.500,Detour
32,19,4.000,0.500,Detour
32,31,4.000,0.500,Detour
32,45,4.000,0.500,Direct
32,33,4.000,0.500,Direct
33,20,4.000,0.500,Detour
33,32,4.000,0.500,Direct
33,46,4.000,0.500,Direct
33,34,4.000,0.500,Direct
34,21,4.000,0.500,Direct
34,33,4.000,0.500,Direct
34,47,4.000,0.500,Detour
34,35,4.000,0.500,Direct
35,22,4.000,0.500,Detour
35,34,4.000,0.500,Direct
35,48,4.000,0.500,Direct
35,36,4.000,0.500,Direct
36,23,4.000,0.500,Direct
36,35,4.000,0.500,Direct
36,49,4.000,0.500,Direct
36,37,4.000,0.500,Detour
37,24,4.000,0.500,Detour
37,36,4.000,0.500,Detour
37,50,4.000,0.500,Detour
37,38,4.000,0.500,Detour
38,25,4.000,0.500,Direct
38,37,4.000,0.500,Detour
38,51,4.000,0.500,Direct
39,26,4.000,0.500,Detour
39,52,4.000,0.500,Detour
39,40,4.000,0.500,Concealed
40,27,4.000,0.500,Concealed
40,39,4.000,0.500,Concealed
40,53,4.000,0.500,Detour
40,41,4.000,0.500,Concealed
41,28,4.000,0.500,Detour
41,40,4.000,0.500,Concealed
41,54,4.000,0.500,Concealed
41,42,4.000,0.500,Concealed
42,29,4.000,0.500,Detour
42,41,4.000,0.500,Concealed
42,55,4.000,0.500,Detour
42,43,4.000,0.500,Detour
43,30,4.000,0.500,Direct
43,42,4.000,0.500,Detour
43,56,4.000,0.500,Direct
43,44,4.000,0.500,Direct
44,31,4.000,0.500,Detour
44,43,4.000,0.500,Direct
44,57,4.000,0.500,Direct
44,45,4.000,0.500,Direct
45,32,4.000,0.500,Direct
45,44,4.000,0.500,Direct
45,58,4.000,0.500,Detour
45,46,4.000,0.500,Direct
46,33,4.000,0.500,Direct
46,45,4.000,0.500,Direct
46,59,4.000,0.500,Direct
46,47,4.000,0.500,Detour
47,34,4.000,0.500,Detour
47,46,4.000,0.500,Detour
47,60,4.000,0.500,Concealed
47,48,4.000,0.500,Detour
48,35,4.000,0.500,Direct
48,47,4.000,0.500,Detour
48,61,4.000,0.500,Detour
48,49,4.000,0.500,Direct
49,36,4.000,0.500,Direct
49,48,4.000,0.500,Direct
49,62,4.000,0.500,Direct
